"Source";"Target";"Weight"
"R3hdm1";"Cdk13";"0.514"
"Pde4d";"R3hdm1";"0.523"
"Mdga2";"R3hdm1";"0.505"
"Meg3";"R3hdm1";"0.561"
"Cadm2";"R3hdm1";"0.572"
"Nrxn1";"R3hdm1";"0.586"
"ENSMUSG00000037876";"R3hdm1";"0.502"
"Fmn2";"Ubxn4";"0.504"
"Rere";"Ubxn4";"0.578"
"Sparcl1";"Ubxn4";"0.509"
"Fam168a";"Ubxn4";"0.524"
"Ank3";"Ubxn4";"0.522"
"Fgf14";"Ubxn4";"0.508"
"Ncor1";"Ubxn4";"0.508"
"Nf1";"Ubxn4";"0.527"
"Lrfn5";"Ubxn4";"0.511"
"ENSMUSG00000039652";"Ubxn4";"0.518"
"Syt2";"Nfasc";"0.517"
"Frmd4a";"Nfasc";"0.548"
"Sptan1";"Nfasc";"0.506"
"Frmd5";"Nfasc";"0.542"
"Snhg11";"Nfasc";"0.529"
"Nfasc";"Il1rapl1";"0.509"
"Rtl4";"Nfasc";"0.595"
"Nbea";"Nfasc";"0.511"
"Ank2";"Nfasc";"0.579"
"Agbl4";"Nfasc";"0.538"
"Macf1";"Nfasc";"0.571"
"Nfasc";"Camta1";"0.588"
"Magi2";"Nfasc";"0.531"
"Lhfpl3";"Nfasc";"0.525"
"Caln1";"Nfasc";"0.555"
"Dync1i1";"Nfasc";"0.517"
"Nfasc";"Luc7l2";"0.511"
"Nfasc";"Tmem178b";"0.525"
"Ctnna2";"Nfasc";"0.563"
"Bicd1";"Nfasc";"0.544"
"Dlg2";"Nfasc";"0.551"
"Rmst";"Nfasc";"0.517"
"Fam155a";"Nfasc";"0.592"
"Nfasc";"Large1";"0.507"
"Cadps";"Nfasc";"0.595"
"Grid1";"Nfasc";"0.504"
"Nrg3";"Nfasc";"0.529"
"Atp8a2";"Nfasc";"0.521"
"Pcdh9";"Nfasc";"0.559"
"Ntm";"Nfasc";"0.5"
"Nfasc";"A330102I10Rik";"0.534"
"Map1b";"Nfasc";"0.518"
"Pde4d";"Nfasc";"0.572"
"Nfasc";"Gphn";"0.528"
"Meg3";"Nfasc";"0.596"
"Trio";"Nfasc";"0.566"
"Ctnnd2";"Nfasc";"0.527"
"Cntn1";"Nfasc";"0.527"
"Rbfox1";"Nfasc";"0.537"
"Nfasc";"Pi4ka";"0.526"
"Dscam";"Nfasc";"0.514"
"Nfasc";"Park2";"0.51"
"Dlgap1";"Nfasc";"0.537"
"Nrg2";"Nfasc";"0.564"
"Wdr7";"Nfasc";"0.501"
"Malat1";"Nfasc";"0.543"
"Mdm4";"Mbd5";"0.538"
"Upp2";"Mdm4";"0.511"
"Mdm4";"Ryr3";"0.535"
"Ndrg3";"Mdm4";"0.587"
"Mdm4";"Tenm1";"0.516"
"Ank2";"Mdm4";"0.524"
"Rsrp1";"Mdm4";"0.523"
"Mdm4";"Galnt17";"0.525"
"Mdm4";"Rbm28";"0.607"
"Exoc4";"Mdm4";"0.509"
"Syne1";"Mdm4";"0.525"
"Mdm4";"Fam208a";"0.55"
"Grid1";"Mdm4";"0.539"
"Mdm4";"Dach1";"0.534"
"Mdm4";"Acaca";"0.524"
"Mdm4";"Oxct1";"0.576"
"Cntn1";"Mdm4";"0.617"
"Mdm4";"Mapre2";"0.579"
"Mdm4";"Wdr7";"0.582"
"Syt2";"Sptan1";"0.514"
"Syt2";"Strbp";"0.514"
"Syt2";"Frmd5";"0.547"
"Syt2";"Chd6";"0.576"
"Syt2";"Rtl4";"0.522"
"Ank2";"Syt2";"0.605"
"Syt2";"Agbl4";"0.531"
"Syt2";"Camta1";"0.523"
"Syt2";"Caln1";"0.514"
"Syt2";"Exoc4";"0.51"
"Syt2";"Ubn2";"0.518"
"Ctnna2";"Syt2";"0.522"
"Ube3a";"Syt2";"0.511"
"Syt2";"Syne1";"0.509"
"Fam155a";"Syt2";"0.511"
"Syt2";"Cadps";"0.5"
"Syt2";"Kcnma1";"0.516"
"Nrg3";"Syt2";"0.508"
"Syt2";"Atp8a2";"0.527"
"Syt2";"Mycbp2";"0.522"
"Syt2";"Cdk12";"0.501"
"Syt2";"Snhg20";"0.5"
"Map1b";"Syt2";"0.551"
"Pde4d";"Syt2";"0.519"
"Meg3";"Syt2";"0.579"
"Syt2";"Cntn1";"0.516"
"Syt2";"Rbfox1";"0.508"
"Syt2";"Nrg2";"0.517"
"Syt2";"Malat1";"0.577"
"Nav1";"Esrrg";"0.535"
"Nav1";"A330023F24Rik";"0.503"
"Sptan1";"Nav1";"0.548"
"Scn1a";"Nav1";"0.542"
"Nav1";"Osbpl6";"0.571"
"Nav1";"Frmd5";"0.548"
"Snhg11";"Nav1";"0.585"
"Nav1";"Ogt";"0.509"
"Nav1";"5330434G04Rik";"0.507"
"Nav1";"Nbea";"0.511"
"Nav1";"Camta1";"0.578"
"Adam22";"Nav1";"0.541"
"Magi2";"Nav1";"0.561"
"Nav1";"Htt";"0.517"
"Nav1";"Chchd3";"0.513"
"Ctnna2";"Nav1";"0.55"
"Nav1";"Srgap3";"0.513"
"Nav1";"Atp2b2";"0.548"
"Ube3a";"Nav1";"0.549"
"Nav1";"Rmst";"0.546"
"Fam155a";"Nav1";"0.623"
"Cadps";"Nav1";"0.522"
"Nav1";"Kcnma1";"0.576"
"Nrg3";"Nav1";"0.565"
"Nav1";"Mir124a-1hg";"0.585"
"Gria4";"Nav1";"0.547"
"Ntm";"Nav1";"0.537"
"Nav1";"Sik3";"0.578"
"Nav1";"Rbm6";"0.552"
"Nav1";"Specc1";"0.553"
"Nav1";"Vmp1";"0.515"
"Nav1";"Msi2";"0.543"
"Nav1";"A330102I10Rik";"0.512"
"Map1b";"Nav1";"0.571"
"Pde4d";"Nav1";"0.535"
"Mdga2";"Nav1";"0.509"
"Nav1";"Gphn";"0.518"
"Meg3";"Nav1";"0.635"
"Nav1";"Trio";"0.51"
"Ctnnd2";"Nav1";"0.552"
"Nav1";"Asap1";"0.507"
"Nav1";"Park2";"0.557"
"Dlgap1";"Nav1";"0.561"
"Nrxn1";"Nav1";"0.501"
"Nav1";"Malat1";"0.521"
"ENSMUSG00000041670";"Nav1";"0.523"
"Nav1";"ENSMUSG00000037876";"0.543"
"ENSMUSG00000097451";"Nav1";"0.513"
"Snhg11";"Gas5";"0.563"
"Stmn3";"Gas5";"0.589"
"Ndufa4";"Gas5";"0.547"
"Ube3a";"Gas5";"0.59"
"Bsg";"Gas5";"0.501"
"Zfp599";"Gas5";"0.532"
"Gm10123";"Gas5";"0.546"
"Rgs7bp";"Gas5";"0.502"
"Calm1";"Gas5";"0.55"
"Meg3";"Gas5";"0.518"
"Ckb";"Gas5";"0.549"
"Ncam2";"Gas5";"0.501"
"Son";"Gas5";"0.532"
"Malat1";"Gas5";"0.554"
"ENSMUSG00000083679";"Gas5";"0.561"
"Frmd5";"Dnm3";"0.559"
"Nlgn1";"Dnm3";"0.541"
"Agbl4";"Dnm3";"0.545"
"Pclo";"Dnm3";"0.525"
"Magi2";"Dnm3";"0.502"
"Dync1i1";"Dnm3";"0.502"
"Rmst";"Dnm3";"0.5"
"Fam155a";"Dnm3";"0.504"
"Zmat4";"Dnm3";"0.501"
"Nrg3";"Dnm3";"0.537"
"Fgf14";"Dnm3";"0.51"
"Cep70";"Dnm3";"0.517"
"Ehbp1";"Dnm3";"0.52"
"Meg3";"Dnm3";"0.543"
"Dscam";"Dnm3";"0.57"
"ENSMUSG00000102657";"Dnm3";"0.549"
"Atxn2";"Kifap3";"0.54"
"Apba2";"Kifap3";"0.549"
"Ncoa1";"Kifap3";"0.591"
"Ctnnd2";"Kifap3";"0.557"
"Arhgap26";"Kifap3";"0.609"
"Upp2";"Atp1b1";"0.523"
"Scg5";"Atp1b1";"0.568"
"Snap25";"Atp1b1";"0.583"
"Stmn3";"Atp1b1";"0.552"
"Tspan7";"Atp1b1";"0.58"
"Maged1";"Atp1b1";"0.576"
"Camk2d";"Atp1b1";"0.535"
"Dpp6";"Atp1b1";"0.506"
"Ociad1";"Atp1b1";"0.603"
"Cplx1";"Atp1b1";"0.528"
"Atp6v0c-ps2";"Atp1b1";"0.63"
"Ldhb";"Atp1b1";"0.512"
"Atp1a3";"Atp1b1";"0.599"
"Ube3a";"Atp1b1";"0.527"
"Serinc1";"Atp1b1";"0.518"
"Bsg";"Atp1b1";"0.714"
"Slc25a3";"Atp1b1";"0.535"
"Cpe";"Atp1b1";"0.688"
"Itm2b";"Atp1b1";"0.717"
"Fgf14";"Atp1b1";"0.533"
"Hspa8";"Atp1b1";"0.656"
"Dock3";"Atp1b1";"0.532"
"Mdh1";"Atp1b1";"0.551"
"Gabra1";"Atp1b1";"0.63"
"Mdga2";"Atp1b1";"0.57"
"Hsp90aa1";"Atp1b1";"0.576"
"Ckb";"Atp1b1";"0.568"
"Mir99ahg";"Atp1b1";"0.524"
"Ncam2";"Atp1b1";"0.503"
"Ttc3";"Atp1b1";"0.516"
"CT010467.1";"Atp1b1";"0.573"
"Ndfip1";"Atp1b1";"0.61"
"Gm5514";"Atp1b1";"0.5"
"ENSMUSG00000083679";"Atp1b1";"0.541"
"Fmn2";"Phf21a";"0.514"
"Ryr3";"Fmn2";"0.52"
"Ank2";"Fmn2";"0.567"
"Fmn2";"Camta1";"0.531"
"Rufy3";"Fmn2";"0.511"
"Rbm28";"Fmn2";"0.507"
"Fmn2";"Snrpn";"0.554"
"Fmn2";"Me3";"0.508"
"Fam168a";"Fmn2";"0.556"
"Syne1";"Fmn2";"0.526"
"Cadps";"Fmn2";"0.517"
"Nrg3";"Fmn2";"0.533"
"Tsc22d1";"Fmn2";"0.515"
"Dach1";"Fmn2";"0.503"
"Fmn2";"Opcml";"0.508"
"Ntm";"Fmn2";"0.503"
"Pde4d";"Fmn2";"0.503"
"Ctnnd2";"Fmn2";"0.5"
"Fmn2";"Phf20l1";"0.501"
"Cntn1";"Fmn2";"0.55"
"Fmn2";"Lrpprc";"0.514"
"Nbea";"Rgs7";"0.516"
"Anks1b";"Rgs7";"0.513"
"Rgs7";"Erc2";"0.522"
"Rgs7";"Sik3";"0.501"
"Mdga2";"Rgs7";"0.53"
"Macf1";"Akt3";"0.511"
"Magi2";"Akt3";"0.503"
"Ccser1";"Akt3";"0.509"
"Nrg3";"Akt3";"0.532"
"Fgf14";"Akt3";"0.506"
"Dlgap1";"Akt3";"0.501"
"Frmd4a";"Esrrg";"0.544"
"Esrrg";"Nebl";"0.558"
"Sptan1";"Esrrg";"0.551"
"Esrrg";"Fnbp1";"0.538"
"Esrrg";"Strbp";"0.553"
"Esrrg";"Rbms1";"0.563"
"Scn1a";"Esrrg";"0.513"
"Esrrg";"B3galt1";"0.541"
"Esrrg";"Osbpl6";"0.645"
"Lrrc4c";"Esrrg";"0.514"
"Frmd5";"Esrrg";"0.513"
"Snhg11";"Esrrg";"0.569"
"Esrrg";"Il1rapl1";"0.528"
"Esrrg";"5330434G04Rik";"0.542"
"Esrrg";"Nhs";"0.512"
"Esrrg";"Frmpd4";"0.517"
"Ank2";"Esrrg";"0.621"
"Lingo2";"Esrrg";"0.572"
"Sgip1";"Esrrg";"0.543"
"Esrrg";"Osbpl9";"0.54"
"Macf1";"Esrrg";"0.569"
"Esrrg";"Camta1";"0.667"
"Adam22";"Esrrg";"0.516"
"Magi2";"Esrrg";"0.74"
"Esrrg";"Lhfpl3";"0.74"
"Esrrg";"Pcdh7";"0.61"
"Dync1i1";"Esrrg";"0.573"
"Esrrg";"Chchd3";"0.546"
"Esrrg";"Tmem178b";"0.516"
"Esrrg";"Herc3";"0.5"
"Ccser1";"Esrrg";"0.518"
"Ctnna2";"Esrrg";"0.548"
"Esrrg";"Srgap3";"0.542"
"Esrrg";"Atp2b2";"0.523"
"Esrrg";"Bicd1";"0.587"
"Ube3a";"Esrrg";"0.565"
"Esrrg";"Apba2";"0.504"
"Dlg2";"Esrrg";"0.604"
"Esrrg";"Grm1";"0.568"
"Esrrg";"Hivep2";"0.509"
"Esrrg";"Ank3";"0.52"
"Esrrg";"Syt1";"0.522"
"Fam155a";"Esrrg";"0.672"
"Esrrg";"Eps15l1";"0.57"
"Cadps";"Esrrg";"0.639"
"Ube2e2";"Esrrg";"0.564"
"Kcnma1";"Esrrg";"0.655"
"Nrg3";"Esrrg";"0.567"
"Esrrg";"Atp8a2";"0.552"
"Esrrg";"Mir124a-1hg";"0.509"
"Pcdh9";"Esrrg";"0.568"
"Fgf14";"Esrrg";"0.549"
"Gria4";"Esrrg";"0.561"
"Ntm";"Esrrg";"0.525"
"Esrrg";"Sik3";"0.539"
"Esrrg";"Tmem108";"0.581"
"Esrrg";"Specc1";"0.58"
"Esrrg";"Msi2";"0.711"
"Esrrg";"Gpatch8";"0.571"
"Esrrg";"Kansl1";"0.533"
"Esrrg";"Amph";"0.565"
"Esrrg";"A330102I10Rik";"0.502"
"Esrrg";"Atxn1";"0.542"
"Map1b";"Esrrg";"0.548"
"Esrrg";"Mast4";"0.53"
"Esrrg";"Srek1";"0.548"
"Pde4d";"Esrrg";"0.559"
"Mdga2";"Esrrg";"0.513"
"Esrrg";"Gphn";"0.613"
"Esrrg";"Foxn3";"0.523"
"Meg3";"Esrrg";"0.601"
"Esrrg";"Trio";"0.552"
"Ctnnd2";"Esrrg";"0.537"
"Esrrg";"Asap1";"0.63"
"Esrrg";"Tcf20";"0.535"
"Rbfox1";"Esrrg";"0.622"
"Esrrg";"Pi4ka";"0.522"
"Dscam";"Esrrg";"0.554"
"Esrrg";"Park2";"0.615"
"Dlgap1";"Esrrg";"0.557"
"Nrxn1";"Esrrg";"0.536"
"Esrrg";"Nrg2";"0.594"
"Malat1";"Esrrg";"0.575"
"ENSMUSG00000041670";"Esrrg";"0.552"
"Esrrg";"ENSMUSG00000037876";"0.597"
"ENSMUSG00000097451";"Esrrg";"0.618"
"Esrrg";"ENSMUSG00000102657";"0.532"
"Scn1a";"A330023F24Rik";"0.525"
"Sgip1";"A330023F24Rik";"0.518"
"A330023F24Rik";"Camta1";"0.523"
"Magi2";"A330023F24Rik";"0.52"
"A330023F24Rik";"Me3";"0.564"
"Fam155a";"A330023F24Rik";"0.542"
"Cadps";"A330023F24Rik";"0.513"
"Kcnma1";"A330023F24Rik";"0.52"
"A330023F24Rik";"Gphn";"0.544"
"Meg3";"A330023F24Rik";"0.529"
"Ctnnd2";"A330023F24Rik";"0.513"
"Dscam";"A330023F24Rik";"0.508"
"Frmd4a";"Nebl";"0.56"
"Frmd4a";"Sptan1";"0.502"
"Frmd4a";"Fnbp1";"0.512"
"Frmd4a";"Strbp";"0.522"
"Frmd4a";"Rbms1";"0.553"
"Scn1a";"Frmd4a";"0.538"
"Frmd4a";"Osbpl6";"0.525"
"Frmd4a";"Lrrc4c";"0.533"
"Frmd4a";"Frmd5";"0.536"
"Frmd4a";"4930402H24Rik";"0.539"
"Snhg11";"Frmd4a";"0.575"
"Frmd4a";"Il1rapl1";"0.537"
"Nlgn1";"Frmd4a";"0.522"
"Frmd4a";"Nbea";"0.532"
"Frmd4a";"Pde4dip";"0.504"
"Frmd4a";"Vav3";"0.522"
"Ank2";"Frmd4a";"0.576"
"Frmd4a";"Chd7";"0.521"
"Frmd4a";"Sh3gl2";"0.561"
"Frmd4a";"Sgip1";"0.621"
"Frmd4a";"Agbl4";"0.555"
"Frmd4a";"Macf1";"0.604"
"Frmd4a";"Camta1";"0.608"
"Magi2";"Frmd4a";"0.7"
"Frmd4a";"Lhfpl3";"0.555"
"Frmd4a";"Srpk2";"0.569"
"Frmd4a";"Pcdh7";"0.526"
"Frmd4a";"Caln1";"0.527"
"Frmd4a";"Tmem178b";"0.505"
"Frmd4a";"Ccser1";"0.587"
"Ctnna2";"Frmd4a";"0.57"
"Frmd4a";"Lrrtm4";"0.556"
"Frmd4a";"Exoc6b";"0.501"
"Frmd4a";"Atp2b2";"0.516"
"Frmd4a";"Bicd1";"0.565"
"Frmd4a";"Nav2";"0.51"
"Ube3a";"Frmd4a";"0.576"
"Frmd4a";"Snhg14";"0.591"
"Frmd4a";"A230006K03Rik";"0.523"
"Frmd4a";"Otud7a";"0.522"
"Frmd4a";"Me3";"0.529"
"Frmd4a";"Dlg2";"0.646"
"Frmd4a";"Tenm4";"0.547"
"Frmd4a";"Ank3";"0.534"
"Frmd4a";"Rmst";"0.511"
"Frmd4a";"Syt1";"0.534"
"Fam155a";"Frmd4a";"0.619"
"Frmd4a";"Nsd3";"0.519"
"Frmd4a";"Eps15l1";"0.505"
"Frmd4a";"Cadps";"0.576"
"Ube2e2";"Frmd4a";"0.578"
"Frmd4a";"Kcnma1";"0.582"
"Frmd4a";"Erc2";"0.554"
"Nrg3";"Frmd4a";"0.614"
"Frmd4a";"Atp8a2";"0.623"
"Frmd4a";"Xkr6";"0.583"
"Pcdh9";"Frmd4a";"0.565"
"Frmd4a";"Fgf14";"0.583"
"Gria4";"Frmd4a";"0.557"
"Frmd4a";"Ntm";"0.629"
"Frmd4a";"Rora";"0.51"
"Frmd4a";"Specc1";"0.516"
"Frmd4a";"Msi2";"0.628"
"Frmd4a";"Gpatch8";"0.587"
"Frmd4a";"Amph";"0.581"
"Frmd4a";"A330102I10Rik";"0.513"
"Frmd4a";"Atxn1";"0.538"
"Frmd4a";"Spock1";"0.512"
"Pde4d";"Frmd4a";"0.553"
"Frmd4a";"Arl15";"0.51"
"Frmd4a";"Mdga2";"0.605"
"Frmd4a";"Gphn";"0.514"
"Meg3";"Frmd4a";"0.638"
"Frmd4a";"Trio";"0.574"
"Frmd4a";"Ctnnd2";"0.529"
"Frmd4a";"Vps13b";"0.515"
"Frmd4a";"Rims2";"0.527"
"Frmd4a";"Asap1";"0.578"
"Frmd4a";"Rbfox1";"0.613"
"Frmd4a";"Lpp";"0.52"
"Cadm2";"Frmd4a";"0.514"
"Dscam";"Frmd4a";"0.582"
"Frmd4a";"Park2";"0.576"
"Dlgap1";"Frmd4a";"0.563"
"Nrxn1";"Frmd4a";"0.64"
"Frmd4a";"Dtna";"0.569"
"Frmd4a";"Malat1";"0.514"
"Frmd4a";"ENSMUSG00000037876";"0.529"
"ENSMUSG00000097451";"Frmd4a";"0.523"
"Sptan1";"Nebl";"0.517"
"Mbd5";"Nebl";"0.509"
"Osbpl6";"Nebl";"0.573"
"Lrrc4c";"Nebl";"0.613"
"Frmd5";"Nebl";"0.518"
"Snhg11";"Nebl";"0.561"
"Nebl";"5330434G04Rik";"0.501"
"Nbea";"Nebl";"0.516"
"Nebl";"Pde4dip";"0.501"
"Ank2";"Nebl";"0.551"
"Sgip1";"Nebl";"0.56"
"Agbl4";"Nebl";"0.559"
"Macf1";"Nebl";"0.63"
"Nebl";"Camta1";"0.647"
"Adam22";"Nebl";"0.51"
"Magi2";"Nebl";"0.601"
"Lhfpl3";"Nebl";"0.527"
"Nebl";"Galnt17";"0.505"
"Ccser1";"Nebl";"0.51"
"Ctnna2";"Nebl";"0.51"
"Nebl";"Aak1";"0.565"
"Nebl";"Srgap3";"0.517"
"Nebl";"Atp2b2";"0.538"
"Ube3a";"Nebl";"0.52"
"Anks1b";"Nebl";"0.524"
"Fam155a";"Nebl";"0.564"
"Nebl";"Eps15l1";"0.508"
"Cadps";"Nebl";"0.589"
"Kcnma1";"Nebl";"0.608"
"Grid1";"Nebl";"0.545"
"Nrg3";"Nebl";"0.565"
"Atp8a2";"Nebl";"0.561"
"Nebl";"Mir124a-1hg";"0.552"
"Pcdh9";"Nebl";"0.513"
"Mycbp2";"Nebl";"0.521"
"Fgf14";"Nebl";"0.586"
"Gria4";"Nebl";"0.535"
"Ntm";"Nebl";"0.572"
"Nebl";"Arhgef12";"0.511"
"Rora";"Nebl";"0.501"
"Ehbp1";"Nebl";"0.534"
"Msi2";"Nebl";"0.597"
"Nebl";"Ryr2";"0.608"
"Nebl";"Amph";"0.519"
"Nebl";"A330102I10Rik";"0.54"
"Nebl";"Atxn1";"0.54"
"Pde4d";"Nebl";"0.523"
"Nebl";"Immp2l";"0.536"
"Nebl";"Akap6";"0.521"
"Mdga2";"Nebl";"0.635"
"Meg3";"Nebl";"0.638"
"Trio";"Nebl";"0.566"
"Ctnnd2";"Nebl";"0.538"
"Rbfox1";"Nebl";"0.538"
"Nebl";"App";"0.502"
"Dscam";"Nebl";"0.577"
"Nebl";"Park2";"0.506"
"Dlgap1";"Nebl";"0.633"
"Malat1";"Nebl";"0.58"
"ENSMUSG00000041670";"Nebl";"0.512"
"ENSMUSG00000097451";"Nebl";"0.53"
"Snap25";"Mllt10";"0.502"
"Snhg11";"Mllt10";"0.607"
"Nbea";"Mllt10";"0.553"
"Magi2";"Mllt10";"0.508"
"Grid2";"Mllt10";"0.514"
"Mllt10";"Magi1";"0.516"
"Mllt10";"Nav2";"0.523"
"Mllt10";"Gabrb3";"0.516"
"Ube3a";"Mllt10";"0.571"
"Fgf14";"Mllt10";"0.518"
"Gria4";"Mllt10";"0.51"
"Ntm";"Mllt10";"0.611"
"Ncor1";"Mllt10";"0.505"
"Mllt10";"Dip2c";"0.534"
"Mdga2";"Mllt10";"0.53"
"Meg3";"Mllt10";"0.537"
"Dscam";"Mllt10";"0.53"
"Snhg11";"Gpr158";"0.508"
"Nrxn1";"Gpr158";"0.533"
"Ogt";"Cacna1b";"0.529"
"Rasgrf1";"Cacna1b";"0.534"
"Sptan1";"Strbp";"0.519"
"Sptan1";"Upp2";"0.547"
"Scn1a";"Sptan1";"0.507"
"Sptan1";"B3galt1";"0.516"
"Sptan1";"Ubr3";"0.506"
"Sptan1";"Osbpl6";"0.541"
"Sptan1";"Lrrc4c";"0.508"
"Sptan1";"Frmd5";"0.576"
"Sptan1";"Trpm7";"0.562"
"Sptan1";"Snap25";"0.526"
"Sptan1";"Snph";"0.514"
"Sptan1";"Ndrg3";"0.509"
"Snhg11";"Sptan1";"0.647"
"Sptan1";"Chd6";"0.543"
"Sptan1";"5330434G04Rik";"0.523"
"Sptan1";"Rtl4";"0.534"
"Sptan1";"Gria2";"0.517"
"Sptan1";"Vav3";"0.504"
"Ank2";"Sptan1";"0.665"
"Sptan1";"Agbl4";"0.531"
"Sptan1";"Macf1";"0.501"
"Sptan1";"Rsrp1";"0.574"
"Sptan1";"Camta1";"0.63"
"Adam22";"Sptan1";"0.528"
"Magi2";"Sptan1";"0.579"
"Sptan1";"Lhfpl3";"0.562"
"Sptan1";"Dync1i1";"0.523"
"Sptan1";"Ica1";"0.532"
"Sptan1";"Ccser1";"0.536"
"Ctnna2";"Sptan1";"0.572"
"Sptan1";"Srgap3";"0.502"
"Sptan1";"Atp2b2";"0.519"
"Ube3a";"Sptan1";"0.594"
"Sptan1";"Otud7a";"0.51"
"Sptan1";"Dlg2";"0.501"
"Sptan1";"Syne1";"0.511"
"Fam155a";"Sptan1";"0.575"
"Sptan1";"Eps15l1";"0.508"
"Sptan1";"Cadps";"0.597"
"Ube2e2";"Sptan1";"0.517"
"Sptan1";"Kcnma1";"0.529"
"Sptan1";"Grid1";"0.516"
"Nrg3";"Sptan1";"0.578"
"Sptan1";"Atp8a2";"0.527"
"Pcdh9";"Sptan1";"0.551"
"Sptan1";"Mycbp2";"0.607"
"Sptan1";"Fgf14";"0.53"
"Gria4";"Sptan1";"0.575"
"Sptan1";"Opcml";"0.532"
"Sptan1";"Ntm";"0.616"
"Sptan1";"Ehbp1";"0.563"
"Sptan1";"Psme4";"0.516"
"Sptan1";"Msi2";"0.548"
"Map1b";"Sptan1";"0.566"
"Sptan1";"Mast4";"0.525"
"Pde4d";"Sptan1";"0.542"
"Sptan1";"Mdga2";"0.53"
"Sptan1";"Gphn";"0.507"
"Meg3";"Sptan1";"0.64"
"Sptan1";"Oxct1";"0.542"
"Sptan1";"Trio";"0.523"
"Sptan1";"Ctnnd2";"0.548"
"Sptan1";"Asap1";"0.507"
"Sptan1";"Cntn1";"0.534"
"Sptan1";"Slc38a1";"0.554"
"Sptan1";"Rbfox1";"0.581"
"Dscam";"Sptan1";"0.539"
"Sptan1";"Park2";"0.546"
"Dlgap1";"Sptan1";"0.572"
"Sptan1";"Wdr7";"0.542"
"Sptan1";"Malat1";"0.515"
"Sptan1";"Ablim1";"0.506"
"Sptan1";"ENSMUSG00000041670";"0.574"
"Sptan1";"ENSMUSG00000037876";"0.523"
"Snhg11";"Fnbp1";"0.535"
"Macf1";"Fnbp1";"0.516"
"Camta1";"Fnbp1";"0.501"
"Magi2";"Fnbp1";"0.542"
"Lhfpl3";"Fnbp1";"0.525"
"Atp8a2";"Fnbp1";"0.503"
"Ntm";"Fnbp1";"0.509"
"Msi2";"Fnbp1";"0.556"
"Meg3";"Fnbp1";"0.584"
"Dlgap1";"Fnbp1";"0.526"
"Malat1";"Fnbp1";"0.54"
"ENSMUSG00000097451";"Fnbp1";"0.533"
"Strbp";"Gm13427";"0.504"
"Tlk1";"Gm13427";"0.508"
"Snhg11";"Gm13427";"0.645"
"Afm";"Gm13427";"0.736"
"Cit";"Gm13427";"0.521"
"Ube3a";"Gm13427";"0.552"
"A230103L15Rik";"Gm13427";"0.513"
"Bc1";"Gm13427";"0.576"
"Dpysl2";"Gm13427";"0.513"
"Zfp599";"Gm13427";"0.76"
"Meg3";"Gm13427";"0.579"
"Malat1";"Gm13427";"0.648"
"Lrrc4c";"Stxbp1";"0.503"
"Snap25";"Stxbp1";"0.527"
"Snhg11";"Stxbp1";"0.517"
"Magi2";"Stxbp1";"0.573"
"Snhg14";"Stxbp1";"0.516"
"Otud7a";"Stxbp1";"0.521"
"Cadps";"Stxbp1";"0.556"
"Fgf14";"Stxbp1";"0.516"
"Ntm";"Stxbp1";"0.514"
"Ttc3";"Gapvd1";"0.5"
"Scn1a";"Strbp";"0.546"
"Osbpl6";"Strbp";"0.526"
"Frmd5";"Strbp";"0.5"
"Snhg11";"Strbp";"0.674"
"Strbp";"Il1rapl1";"0.53"
"Nbea";"Strbp";"0.553"
"Ank2";"Strbp";"0.531"
"Zranb2";"Strbp";"0.526"
"Strbp";"Pnisr";"0.516"
"Sgip1";"Strbp";"0.548"
"Agbl4";"Strbp";"0.53"
"Macf1";"Strbp";"0.501"
"Magi2";"Strbp";"0.576"
"Lhfpl3";"Strbp";"0.519"
"Strbp";"Cit";"0.595"
"Dync1i1";"Strbp";"0.503"
"Strbp";"Luc7l2";"0.532"
"Ccser1";"Strbp";"0.593"
"Strbp";"Aak1";"0.503"
"Strbp";"Atp2b2";"0.569"
"Bicd1";"Strbp";"0.539"
"Ube3a";"Strbp";"0.688"
"Snhg14";"Strbp";"0.536"
"Dlg2";"Strbp";"0.507"
"Syt1";"Strbp";"0.579"
"Fam155a";"Strbp";"0.514"
"Ube2e2";"Strbp";"0.524"
"Kcnma1";"Strbp";"0.651"
"Nrg3";"Strbp";"0.562"
"Strbp";"Mir124a-1hg";"0.555"
"Pcdh9";"Strbp";"0.527"
"Mycbp2";"Strbp";"0.513"
"Fgf14";"Strbp";"0.504"
"Gria4";"Strbp";"0.514"
"Zfp599";"Strbp";"0.501"
"Ntm";"Strbp";"0.534"
"Rora";"Strbp";"0.532"
"Msi2";"Strbp";"0.542"
"Nsf";"Strbp";"0.522"
"Strbp";"Kansl1";"0.576"
"Prkar1a";"Strbp";"0.509"
"Strbp";"Dip2c";"0.523"
"Strbp";"Prpf4b";"0.508"
"Strbp";"Atxn1";"0.552"
"Map1b";"Strbp";"0.516"
"Pde4d";"Strbp";"0.582"
"Mdga2";"Strbp";"0.558"
"Strbp";"Gphn";"0.501"
"Strbp";"Rbm25";"0.506"
"Meg3";"Strbp";"0.697"
"Strbp";"Dync1h1";"0.501"
"Ctnnd2";"Strbp";"0.5"
"Cadm2";"Strbp";"0.503"
"Son";"Strbp";"0.522"
"Dscam";"Strbp";"0.556"
"Dlgap1";"Strbp";"0.542"
"Nrxn1";"Strbp";"0.557"
