"Source";"Target";"Weight"
"Gria4";"Macf1";"0.55"
"Opcml";"Macf1";"0.544"
"Ntm";"Macf1";"0.594"
"Macf1";"Sik3";"0.573"
"Macf1";"Nptn";"0.504"
"Rora";"Macf1";"0.59"
"Macf1";"Msi2";"0.601"
"Macf1";"Nsf";"0.501"
"Macf1";"Tanc2";"0.541"
"Macf1";"Dip2c";"0.519"
"Macf1";"Amph";"0.586"
"Macf1";"Atxn1";"0.544"
"Map1b";"Macf1";"0.556"
"Macf1";"Srek1";"0.526"
"Pde4d";"Macf1";"0.652"
"Macf1";"Akap6";"0.549"
"Macf1";"Lrfn5";"0.551"
"Mdga2";"Macf1";"0.628"
"Macf1";"Gphn";"0.513"
"Meg3";"Macf1";"0.698"
"Macf1";"Trio";"0.564"
"Ctnnd2";"Macf1";"0.533"
"Macf1";"Rims2";"0.534"
"Macf1";"Asap1";"0.566"
"Macf1";"Tnrc6b";"0.508"
"Rbfox1";"Macf1";"0.551"
"Dscam";"Macf1";"0.653"
"Macf1";"Park2";"0.563"
"Macf1";"Srpk1";"0.522"
"Ankrd12";"Macf1";"0.506"
"Dlgap1";"Macf1";"0.646"
"Nrxn1";"Macf1";"0.61"
"Macf1";"Nrg2";"0.586"
"Macf1";"Malat1";"0.602"
"Macf1";"Ablim1";"0.53"
"ENSMUSG00000041670";"Macf1";"0.6"
"Macf1";"ENSMUSG00000037876";"0.528"
"ENSMUSG00000097451";"Macf1";"0.538"
"Macf1";"ENSMUSG00000039652";"0.535"
"Magi2";"Ago3";"0.545"
"Ccser1";"Ago3";"0.529"
"Fam155a";"Ago3";"0.504"
"Cadps";"Ago3";"0.535"
"Amph";"Ago3";"0.506"
"Rsrp1";"Sparcl1";"0.54"
"Rsrp1";"Dync1i1";"0.533"
"Rsrp1";"Kcnd2";"0.508"
"Rsrp1";"Rbm28";"0.543"
"Rsrp1";"Ccser1";"0.521"
"Ctnna2";"Rsrp1";"0.533"
"Rsrp1";"Fam168a";"0.577"
"Rsrp1";"Smg1";"0.532"
"Rsrp1";"Syne1";"0.539"
"Fam155a";"Rsrp1";"0.52"
"Rsrp1";"Nrg1";"0.528"
"Rsrp1";"Sorbs2";"0.509"
"Rsrp1";"Grid1";"0.582"
"Nrg3";"Rsrp1";"0.636"
"Rsrp1";"Tsc22d1";"0.606"
"Pcdh9";"Rsrp1";"0.589"
"Rsrp1";"Dach1";"0.563"
"Rsrp1";"Mycbp2";"0.521"
"Rsrp1";"Gpc6";"0.509"
"Rsrp1";"Fgf14";"0.537"
"Rsrp1";"Opcml";"0.512"
"Rsrp1";"Rora";"0.512"
"Rsrp1";"Acaca";"0.506"
"Rsrp1";"Jarid2";"0.539"
"Map1b";"Rsrp1";"0.52"
"Pde4d";"Rsrp1";"0.523"
"Rsrp1";"Mdga2";"0.533"
"Rsrp1";"Oxct1";"0.644"
"Rsrp1";"Ctnnd2";"0.523"
"Rsrp1";"Cntn1";"0.63"
"Rsrp1";"Rbfox1";"0.535"
"Rsrp1";"Ttc3";"0.562"
"Dscam";"Rsrp1";"0.508"
"Rsrp1";"Pde10a";"0.531"
"Rsrp1";"Pja2";"0.532"
"Rsrp1";"Wdr7";"0.533"
"Rsrp1";"ENSMUSG00000041670";"0.557"
"Rsrp1";"ENSMUSG00000102657";"0.526"
"Rere";"Sparcl1";"0.514"
"Ccser1";"Rere";"0.543"
"Grid2";"Rere";"0.505"
"Ube3a";"Rere";"0.514"
"Rere";"Ank3";"0.57"
"Pcdh9";"Rere";"0.509"
"Fgf14";"Rere";"0.544"
"Ntm";"Rere";"0.555"
"Meg3";"Rere";"0.518"
"Dscam";"Rere";"0.513"
"Rere";"ENSMUSG00000039652";"0.537"
"Adam22";"Camta1";"0.564"
"Magi2";"Camta1";"0.668"
"Lhfpl3";"Camta1";"0.666"
"Caln1";"Camta1";"0.556"
"Camta1";"Galnt17";"0.595"
"Dync1i1";"Camta1";"0.602"
"Camta1";"Ica1";"0.506"
"Camta1";"Tmem178b";"0.594"
"Ccser1";"Camta1";"0.518"
"Ctnna2";"Camta1";"0.625"
"Camta1";"Srgap3";"0.541"
"Camta1";"Atp2b2";"0.622"
"Bicd1";"Camta1";"0.521"
"Camta1";"Uri1";"0.519"
"Nav2";"Camta1";"0.509"
"Ube3a";"Camta1";"0.519"
"Camta1";"Otud7a";"0.571"
"Camta1";"Me3";"0.502"
"Dlg2";"Camta1";"0.548"
"Syne1";"Camta1";"0.536"
"Camta1";"Pdss2";"0.502"
"Rmst";"Camta1";"0.509"
"Fam155a";"Camta1";"0.701"
"Camta1";"Eps15l1";"0.52"
"Cadps";"Camta1";"0.684"
"Ube2e2";"Camta1";"0.542"
"Kcnma1";"Camta1";"0.597"
"Grid1";"Camta1";"0.594"
"Nrg3";"Camta1";"0.645"
"Atp8a2";"Camta1";"0.633"
"Pcdh9";"Camta1";"0.541"
"Mycbp2";"Camta1";"0.514"
"Camta1";"Gpc6";"0.529"
"Fgf14";"Camta1";"0.53"
"Gria4";"Camta1";"0.563"
"Opcml";"Camta1";"0.512"
"Ntm";"Camta1";"0.644"
"Sik3";"Camta1";"0.518"
"Csnk1g1";"Camta1";"0.515"
"Rora";"Camta1";"0.522"
"Ehbp1";"Camta1";"0.565"
"Camta1";"Eml6";"0.509"
"Camta1";"Specc1";"0.518"
"Camta1";"Ppm1e";"0.501"
"Msi2";"Camta1";"0.647"
"Camta1";"Gpatch8";"0.522"
"Nsf";"Camta1";"0.513"
"Camta1";"Tanc2";"0.519"
"Prkar1a";"Camta1";"0.51"
"Camta1";"Ryr2";"0.537"
"Camta1";"Amph";"0.588"
"Camta1";"A330102I10Rik";"0.503"
"Map1b";"Camta1";"0.508"
"Pde4d";"Camta1";"0.597"
"Camta1";"Immp2l";"0.541"
"Camta1";"Akap6";"0.646"
"Mdga2";"Camta1";"0.544"
"Camta1";"Gphn";"0.587"
"Meg3";"Camta1";"0.638"
"Oxct1";"Camta1";"0.515"
"Trio";"Camta1";"0.62"
"Ctnnd2";"Camta1";"0.624"
"Camta1";"Asap1";"0.521"
"Camta1";"Tcf20";"0.509"
"Cntn1";"Camta1";"0.569"
"Rbfox1";"Camta1";"0.685"
"Grin2a";"Camta1";"0.561"
"Camta1";"Pi4ka";"0.569"
"Camta1";"App";"0.536"
"Dscam";"Camta1";"0.617"
"Camta1";"Park2";"0.616"
"Dlgap1";"Camta1";"0.578"
"Camta1";"Lrpprc";"0.558"
"Camta1";"Apc";"0.523"
"Nrg2";"Camta1";"0.558"
"Wdr7";"Camta1";"0.551"
"Malat1";"Camta1";"0.513"
"Camta1";"Ablim1";"0.539"
"ENSMUSG00000041670";"Camta1";"0.595"
"ENSMUSG00000097451";"Camta1";"0.552"
"Magi2";"Adam22";"0.521"
"Adam22";"Dpp6";"0.503"
"Adam22";"Dync1i1";"0.517"
"Ctnna2";"Adam22";"0.555"
"Adam22";"Syne1";"0.528"
"Adam22";"Rmst";"0.51"
"Fam155a";"Adam22";"0.572"
"Adam22";"Cadps";"0.543"
"Adam22";"Kcnma1";"0.521"
"Adam22";"Grid1";"0.559"
"Nrg3";"Adam22";"0.593"
"Adam22";"Tsc22d1";"0.503"
"Gria4";"Adam22";"0.5"
"Adam22";"Opcml";"0.501"
"Adam22";"Ntm";"0.513"
"Adam22";"Srek1";"0.5"
"Pde4d";"Adam22";"0.521"
"Adam22";"Ncoa1";"0.502"
"Adam22";"Immp2l";"0.501"
"Adam22";"Mdga2";"0.54"
"Adam22";"Gphn";"0.562"
"Meg3";"Adam22";"0.528"
"Adam22";"Ctnnd2";"0.627"
"Adam22";"Phf20l1";"0.533"
"Adam22";"Tcf20";"0.511"
"Adam22";"Cntn1";"0.526"
"Adam22";"Grin2a";"0.513"
"Adam22";"Dlgap1";"0.505"
"Adam22";"ENSMUSG00000041670";"0.549"
"Adam22";"ENSMUSG00000025757";"0.51"
"Adam22";"ENSMUSG00000102657";"0.515"
"Kcnd2";"Pclo";"0.509"
"Ccser1";"Pclo";"0.51"
"Ctnna2";"Pclo";"0.538"
"Ube3a";"Pclo";"0.553"
"Syne1";"Pclo";"0.549"
"Pclo";"Zmat4";"0.503"
"Nrg3";"Pclo";"0.621"
"Pcdh9";"Pclo";"0.502"
"Mycbp2";"Pclo";"0.535"
"Fgf14";"Pclo";"0.527"
"Ntm";"Pclo";"0.548"
"Cep70";"Pclo";"0.552"
"Pde4d";"Pclo";"0.523"
"Mdga2";"Pclo";"0.575"
"Pclo";"Rbm25";"0.537"
"Meg3";"Pclo";"0.575"
"Pclo";"Phf20l1";"0.505"
"Ttc3";"Pclo";"0.58"
"Dscam";"Pclo";"0.56"
"Tcf4";"Pclo";"0.54"
"Dlg2";"Cacna2d1";"0.5"
"Magi2";"Lhfpl3";"0.706"
"Magi2";"Srpk2";"0.517"
"Magi2";"Pcdh7";"0.644"
"Magi2";"Ankrd17";"0.58"
"Magi2";"Caln1";"0.522"
"Magi2";"Dync1i1";"0.648"
"Magi2";"Slc25a13";"0.512"
"Magi2";"Chchd3";"0.582"
"Magi2";"Luc7l2";"0.52"
"Magi2";"Tmem178b";"0.585"
"Magi2";"Ccser1";"0.651"
"Magi2";"Grid2";"0.569"
"Magi2";"Ctnna2";"0.63"
"Magi2";"Lrrtm4";"0.55"
"Magi2";"Exoc6b";"0.521"
"Magi2";"Srgap3";"0.584"
"Magi2";"Atp2b2";"0.59"
"Magi2";"Bicd1";"0.64"
"Magi2";"Nav2";"0.514"
"Magi2";"Ube3a";"0.652"
"Magi2";"Snhg14";"0.661"
"Magi2";"Otud7a";"0.558"
"Magi2";"Grm5";"0.529"
"Magi2";"Me3";"0.581"
"Magi2";"Dlg2";"0.721"
"Magi2";"Tenm4";"0.619"
"Magi2";"Syne1";"0.515"
"Magi2";"Grm1";"0.539"
"Magi2";"Hivep2";"0.517"
"Magi2";"Ank3";"0.54"
"Magi2";"Rmst";"0.551"
"Magi2";"Syt1";"0.63"
"Magi2";"Fam155a";"0.746"
"Magi2";"Zmat4";"0.525"
"Magi2";"Eps15l1";"0.628"
"Magi2";"Large1";"0.525"
"Magi2";"Cadps";"0.731"
"Magi2";"Ube2e2";"0.659"
"Magi2";"Kcnma1";"0.659"
"Magi2";"Nrg3";"0.696"
"Magi2";"Atp8a2";"0.656"
"Magi2";"Xkr6";"0.56"
"Magi2";"Dpysl2";"0.532"
"Magi2";"Vwa8";"0.554"
"Magi2";"Pcdh9";"0.721"
"Magi2";"Mycbp2";"0.513"
"Magi2";"Fgf14";"0.665"
"Magi2";"Gria4";"0.629"
"Magi2";"Opcml";"0.585"
"Magi2";"Ntm";"0.672"
"Magi2";"Arhgef12";"0.506"
"Magi2";"Sik3";"0.58"
"Magi2";"Rora";"0.527"
"Magi2";"Bckdhb";"0.553"
"Magi2";"Snap91";"0.525"
"Magi2";"Stag1";"0.518"
"Magi2";"Tmem108";"0.598"
"Magi2";"Ehbp1";"0.586"
"Magi2";"Ccdc88a";"0.535"
"Magi2";"Specc1";"0.571"
"Magi2";"Vmp1";"0.54"
"Magi2";"Ppm1e";"0.514"
"Magi2";"Msi2";"0.704"
"Magi2";"Gpatch8";"0.622"
"Magi2";"Nsf";"0.534"
"Magi2";"Tanc2";"0.516"
"Magi2";"Dip2c";"0.542"
"Magi2";"Ryr2";"0.571"
"Magi2";"Amph";"0.617"
"Magi2";"A330102I10Rik";"0.529"
"Magi2";"Atxn1";"0.574"
"Magi2";"Nsd1";"0.514"
"Magi2";"Spock1";"0.523"
"Magi2";"Map1b";"0.555"
"Magi2";"Mast4";"0.53"
"Magi2";"Srek1";"0.592"
"Magi2";"Pde4d";"0.667"
"Magi2";"Arl15";"0.54"
"Magi2";"Akap6";"0.533"
"Magi2";"Lrfn5";"0.565"
"Magi2";"Mdga2";"0.609"
"Magi2";"Gphn";"0.658"
"Magi2";"Foxn3";"0.519"
"Magi2";"Meg3";"0.673"
"Magi2";"Trio";"0.587"
"Magi2";"Ctnnd2";"0.589"
"Magi2";"Vps13b";"0.56"
"Magi2";"Rims2";"0.574"
"Magi2";"Fam49b";"0.506"
"Magi2";"Asap1";"0.664"
"Magi2";"Rbfox1";"0.704"
"Magi2";"Grin2a";"0.567"
"Magi2";"Cadm2";"0.526"
"Magi2";"Dscam";"0.676"
"Magi2";"Park2";"0.64"
"Magi2";"Dlgap1";"0.636"
"Magi2";"Lrpprc";"0.507"
"Magi2";"Nrxn1";"0.636"
"Magi2";"Dtna";"0.508"
"Magi2";"Apc";"0.506"
"Magi2";"Nrg2";"0.601"
"Magi2";"Malat1";"0.6"
"Magi2";"Ablim1";"0.583"
"Magi2";"ENSMUSG00000041670";"0.649"
"Magi2";"ENSMUSG00000037876";"0.623"
"Magi2";"ENSMUSG00000097451";"0.668"
"Magi2";"ENSMUSG00000102657";"0.57"
"Magi2";"ENSMUSG00000013539";"0.544"
"Magi2";"ENSMUSG00000039652";"0.541"
"Lhfpl3";"Srpk2";"0.512"
"Lhfpl3";"Pcdh7";"0.558"
"Caln1";"Lhfpl3";"0.508"
"Dync1i1";"Lhfpl3";"0.596"
"Lhfpl3";"Tmem178b";"0.53"
"Ctnna2";"Lhfpl3";"0.638"
"Lhfpl3";"Bicd1";"0.571"
"Lhfpl3";"Nav2";"0.516"
"Ube3a";"Lhfpl3";"0.519"
"Dlg2";"Lhfpl3";"0.592"
"Lhfpl3";"Tenm4";"0.52"
"Lhfpl3";"Grm1";"0.55"
"Lhfpl3";"Ank3";"0.509"
"Lhfpl3";"Syt1";"0.518"
"Fam155a";"Lhfpl3";"0.705"
"Lhfpl3";"Eps15l1";"0.536"
"Lhfpl3";"Large1";"0.525"
"Cadps";"Lhfpl3";"0.631"
"Ube2e2";"Lhfpl3";"0.529"
"Kcnma1";"Lhfpl3";"0.587"
"Grid1";"Lhfpl3";"0.509"
"Nrg3";"Lhfpl3";"0.615"
"Lhfpl3";"Atp8a2";"0.55"
"Pcdh9";"Lhfpl3";"0.549"
"Lhfpl3";"Gpc6";"0.533"
"Gria4";"Lhfpl3";"0.547"
"Ntm";"Lhfpl3";"0.541"
"Lhfpl3";"Sik3";"0.509"
"Snap91";"Lhfpl3";"0.535"
"Lhfpl3";"Tmem108";"0.509"
"Lhfpl3";"Ehbp1";"0.587"
"Lhfpl3";"Msi2";"0.681"
"Lhfpl3";"Gpatch8";"0.548"
"Lhfpl3";"Amph";"0.535"
"Map1b";"Lhfpl3";"0.515"
"Lhfpl3";"Mast4";"0.523"
"Lhfpl3";"Srek1";"0.511"
"Pde4d";"Lhfpl3";"0.623"
"Lhfpl3";"Gphn";"0.615"
"Meg3";"Lhfpl3";"0.642"
"Lhfpl3";"Trio";"0.588"
"Ctnnd2";"Lhfpl3";"0.504"
"Lhfpl3";"Asap1";"0.566"
"Lhfpl3";"Tnrc6b";"0.514"
"Rbfox1";"Lhfpl3";"0.672"
"Grin2a";"Lhfpl3";"0.523"
"Dscam";"Lhfpl3";"0.59"
"Lhfpl3";"Park2";"0.552"
"Dlgap1";"Lhfpl3";"0.573"
"Nrxn1";"Lhfpl3";"0.523"
"Lhfpl3";"Nrg2";"0.575"
"Malat1";"Lhfpl3";"0.544"
"ENSMUSG00000041670";"Lhfpl3";"0.585"
"ENSMUSG00000097451";"Lhfpl3";"0.566"
"Lhfpl3";"ENSMUSG00000102657";"0.509"
"Lhfpl3";"ENSMUSG00000039652";"0.512"
"Dlg2";"Srpk2";"0.514"
"Amph";"Srpk2";"0.503"
"Meg3";"Srpk2";"0.518"
"Nrg3";"Kmt2c";"0.514"
"Kmt2c";"Enox1";"0.505"
"Acaca";"Kmt2c";"0.514"
"Akap6";"Kmt2c";"0.51"
"Cdh10";"Kmt2c";"0.506"
"Cntn1";"Kmt2c";"0.56"
"Pja2";"Kmt2c";"0.531"
"Dync1i1";"Dpp6";"0.501"
"Kcnd2";"Dpp6";"0.502"
"Ccser1";"Dpp6";"0.503"
"Ctnna2";"Dpp6";"0.508"
"Dpp6";"Cntn4";"0.608"
"Dpp6";"Atp1a3";"0.553"
"Ube3a";"Dpp6";"0.513"
"Snhg14";"Dpp6";"0.542"
"Syne1";"Dpp6";"0.527"
"Anks1b";"Dpp6";"0.523"
"Dpp6";"Erc2";"0.506"
"Nrg3";"Dpp6";"0.542"
"Fgf14";"Dpp6";"0.563"
"Ntm";"Dpp6";"0.524"
"Rora";"Dpp6";"0.521"
"Dpp6";"Dock3";"0.518"
"Dpp6";"Ntrk2";"0.527"
"Myt1l";"Dpp6";"0.607"
"Dpp6";"Immp2l";"0.561"
"Mdga2";"Dpp6";"0.591"
"Csmd3";"Dpp6";"0.533"
"Dpp6";"Phf20l1";"0.507"
"Cadm2";"Dpp6";"0.58"
"Ttc3";"Dpp6";"0.506"
"Dscam";"Dpp6";"0.527"
"Dpp6";"CT010467.1";"0.56"
"Nrxn1";"Dpp6";"0.529"
"Kcnma1";"Htt";"0.506"
"Mir124a-1hg";"Htt";"0.535"
"Meg3";"Htt";"0.524"
"Nrg2";"Htt";"0.542"
"Malat1";"Htt";"0.552"
"ENSMUSG00000041670";"Htt";"0.517"
"Ccser1";"Pcdh7";"0.561"
"Grid2";"Pcdh7";"0.515"
"Ctnna2";"Pcdh7";"0.555"
"Ube3a";"Pcdh7";"0.565"
"Pcdh7";"Grm5";"0.516"
"Dlg2";"Pcdh7";"0.61"
"Ank3";"Pcdh7";"0.523"
"Syt1";"Pcdh7";"0.533"
"Fam155a";"Pcdh7";"0.654"
"Cadps";"Pcdh7";"0.572"
"Ube2e2";"Pcdh7";"0.541"
"Kcnma1";"Pcdh7";"0.505"
"Nrg3";"Pcdh7";"0.596"
"Pcdh9";"Pcdh7";"0.548"
"Fgf14";"Pcdh7";"0.638"
"Gria4";"Pcdh7";"0.525"
"Ntm";"Pcdh7";"0.575"
"Rora";"Pcdh7";"0.517"
"Snap91";"Pcdh7";"0.563"
"Pcdh7";"Ccdc88a";"0.567"
"Msi2";"Pcdh7";"0.558"
"Pcdh7";"Dip2c";"0.518"
"Pde4d";"Pcdh7";"0.521"
"Mdga2";"Pcdh7";"0.541"
"Pcdh7";"Gphn";"0.535"
"Meg3";"Pcdh7";"0.537"
"Ctnnd2";"Pcdh7";"0.517"
"Rbfox1";"Pcdh7";"0.514"
"Ncam2";"Pcdh7";"0.508"
"Dscam";"Pcdh7";"0.564"
"Nrxn1";"Pcdh7";"0.605"
"ENSMUSG00000041670";"Pcdh7";"0.512"
"ENSMUSG00000037876";"Pcdh7";"0.567"
"ENSMUSG00000039652";"Pcdh7";"0.504"
"Actb";"Uchl1";"0.53"
"Atp6v0c-ps2";"Ociad1";"0.611"
"Bsg";"Ociad1";"0.576"
"Ociad1";"Itm2b";"0.662"
"Ociad1";"Hspa8";"0.542"
"Ociad1";"Mdh1";"0.594"
"Ociad1";"Gm47441";"0.512"
"Ociad1";"Rtn1";"0.623"
"Ociad1";"Hsp90aa1";"0.541"
"Ckb";"Ociad1";"0.545"
"Ociad1";"Calm2";"0.507"
"ENSMUSG00000083679";"Ociad1";"0.535"
"Ociad1";"ENSMUSG00000025428";"0.522"
"Cpe";"Clock";"0.511"
"Itm2b";"Clock";"0.556"
"Acaca";"Clock";"0.504"
"Ddx24";"Clock";"0.538"
"Phf20l1";"Clock";"0.509"
"Cntn1";"Clock";"0.533"
"Ttc3";"Clock";"0.577"
"Dlg2";"Adgrl3";"0.5"
"Rmst";"Adgrl3";"0.502"
"Tenm2";"Adgrl3";"0.583"
"Cadm2";"Adgrl3";"0.538"
"Nrxn1";"Adgrl3";"0.526"
"Rufy3";"Atxn2";"0.503"
"Rufy3";"Galnt17";"0.506"
"Kcnd2";"Rufy3";"0.503"
"Rufy3";"Rbm28";"0.565"
"Rufy3";"Erc1";"0.528"
"Rufy3";"Smg1";"0.537"
"Syne1";"Rufy3";"0.527"
"Rufy3";"Slc35f1";"0.507"
"Rufy3";"Serinc1";"0.506"
"Nrg1";"Rufy3";"0.605"
"Rufy3";"Fam208a";"0.507"
"Nrg3";"Rufy3";"0.531"
"Rufy3";"Dach1";"0.528"
"Rufy3";"Opcml";"0.54"
"Rufy3";"Grik4";"0.551"
"Rufy3";"Csnk1g1";"0.506"
"Rufy3";"Acaca";"0.561"
"Rufy3";"Nova1";"0.548"
"Rufy3";"Ttc7b";"0.534"
"Rufy3";"Cdh10";"0.599"
"Rufy3";"Phf20l1";"0.532"
"Cntn1";"Rufy3";"0.602"
"Ttc3";"Rufy3";"0.583"
"Pja2";"Rufy3";"0.534"
"Rufy3";"Impact";"0.6"
"Rufy3";"Mapre2";"0.649"
"Rufy3";"Wdr7";"0.639"
"Rufy3";"Ldlrad4";"0.527"
"Rufy3";"ENSMUSG00000005506";"0.54"
"Tmem178b";"Ankrd17";"0.504"
"Ccser1";"Ankrd17";"0.522"
"Ube3a";"Ankrd17";"0.53"
"Snhg14";"Ankrd17";"0.567"
"Dlg2";"Ankrd17";"0.501"
"Ube2e2";"Ankrd17";"0.513"
"Fgf14";"Ankrd17";"0.509"
"Gria4";"Ankrd17";"0.514"
"Ube3a";"Afm";"0.515"
"Afm";"A230103L15Rik";"0.502"
"Afm";"Bc1";"0.606"
"Afm";"Dpysl2";"0.518"
"Zfp599";"Afm";"0.656"
"Fam168a";"Sparcl1";"0.509"
"Serinc1";"Sparcl1";"0.513"
"Nrg3";"Sparcl1";"0.502"
"Fgf14";"Sparcl1";"0.504"
"Gria4";"Sparcl1";"0.513"
"Map1b";"Sparcl1";"0.505"
"Meg3";"Sparcl1";"0.501"
"Cntn1";"Sparcl1";"0.503"
"Cplx1";"Ldhb";"0.548"
"Ubb";"Cplx1";"0.506"
"Meg3";"Cplx1";"0.517"
"Cox6c";"Cplx1";"0.514"
"Malat1";"Cplx1";"0.532"
"Cplx1";"Gm5514";"0.537"
"Cit";"Atp2b2";"0.513"
"Ube3a";"Cit";"0.537"
"Kcnma1";"Cit";"0.558"
"Zfp599";"Cit";"0.564"
"Cit";"Specc1";"0.505"
"Nsf";"Cit";"0.506"
"Cit";"Kansl1";"0.519"
"Meg3";"Cit";"0.624"
"Cit";"Dync1h1";"0.516"
"Son";"Cit";"0.538"
"Nrg2";"Cit";"0.561"
"Malat1";"Cit";"0.688"
"Malat1";"Med13l";"0.541"
"Atxn2";"Usp15";"0.547"
"Atxn2";"Csnk1g1";"0.548"
"Acaca";"Atxn2";"0.536"
"Atxn2";"Cdk12";"0.507"
"Atxn2";"Ncoa1";"0.591"
"Atxn2";"Immp2l";"0.536"
"Ctnnd2";"Atxn2";"0.608"
"Cntn1";"Atxn2";"0.565"
"Ttc3";"Atxn2";"0.538"
"Mapre2";"Atxn2";"0.548"
"Atxn2";"Arhgap26";"0.507"
"Wdr7";"Atxn2";"0.567"
"Caln1";"Dync1i1";"0.518"
"Caln1";"Ccser1";"0.511"
"Ctnna2";"Caln1";"0.57"
"Caln1";"Atp2b2";"0.535"
"Caln1";"Grm5";"0.506"
"Caln1";"Dlg2";"0.551"
"Caln1";"Slc35f1";"0.522"
"Caln1";"Adarb1";"0.52"
"Caln1";"Rmst";"0.545"
"Caln1";"Syt1";"0.505"
"Fam155a";"Caln1";"0.631"
"Caln1";"Cadps";"0.555"
"Caln1";"Erc2";"0.525"
"Nrg3";"Caln1";"0.632"
"Caln1";"Atp8a2";"0.573"
"Pcdh9";"Caln1";"0.513"
"Caln1";"Sik3";"0.522"
"Caln1";"Rora";"0.55"
"Caln1";"Msi2";"0.525"
"Caln1";"Nsf";"0.562"
"Caln1";"Chrm3";"0.515"
"Pde4d";"Caln1";"0.66"
"Caln1";"Akap6";"0.547"
"Caln1";"Mdga2";"0.516"
"Caln1";"Gphn";"0.526"
"Meg3";"Caln1";"0.661"
"Caln1";"Trio";"0.558"
"Caln1";"Rims2";"0.504"
"Caln1";"Slc38a1";"0.513"
"Caln1";"Rbfox1";"0.594"
"Caln1";"Pi4ka";"0.501"
"Dscam";"Caln1";"0.575"
"Nrxn1";"Caln1";"0.542"
"Caln1";"Nrg2";"0.556"
"Caln1";"Malat1";"0.531"
"Dync1i1";"Galnt17";"0.509"
"Galnt17";"Ica1";"0.527"
"Ctnna2";"Galnt17";"0.527"
"Atp2b2";"Galnt17";"0.51"
"Syne1";"Galnt17";"0.516"
"Usp15";"Galnt17";"0.52"
"Nrg1";"Galnt17";"0.547"
"Cadps";"Galnt17";"0.513"
"Grid1";"Galnt17";"0.524"
"Nrg3";"Galnt17";"0.577"
"Pcdh9";"Galnt17";"0.551"
"Opcml";"Galnt17";"0.512"
"Ntm";"Galnt17";"0.504"
"Galnt17";"Eml6";"0.505"
"Pde4d";"Galnt17";"0.558"
"Akap6";"Galnt17";"0.52"
"Ctnnd2";"Galnt17";"0.54"
"Cntn1";"Galnt17";"0.598"
"Pde10a";"Galnt17";"0.544"
"Mapre2";"Galnt17";"0.546"
"Wdr7";"Galnt17";"0.599"
"Ctnna2";"Pan3";"0.518"
"Pan3";"Erc2";"0.541"
"Cadm2";"Pan3";"0.512"
"Ccser1";"Fry";"0.537"
"Ube3a";"Fry";"0.575"
"Rmst";"Fry";"0.502"
"Erc2";"Fry";"0.511"
"Nrg3";"Fry";"0.511"
"Dock3";"Fry";"0.516"
"Meg3";"Fry";"0.508"
"Luc7l2";"N4bp2l2";"0.524"
"Fam155a";"N4bp2l2";"0.522"
"Meg3";"N4bp2l2";"0.51"
"Asap1";"N4bp2l2";"0.5"
"ENSMUSG00000097451";"N4bp2l2";"0.506"
"Dync1i1";"Tmem178b";"0.519"
"Dync1i1";"Ccser1";"0.509"
"Ctnna2";"Dync1i1";"0.594"
"Dync1i1";"Bicd1";"0.552"
"Ube3a";"Dync1i1";"0.513"
"Dync1i1";"Snhg14";"0.524"
"Dync1i1";"Otud7a";"0.537"
"Dync1i1";"Dlg2";"0.543"
"Fam155a";"Dync1i1";"0.626"
"Dync1i1";"Cadps";"0.599"
"Ube2e2";"Dync1i1";"0.525"
"Dync1i1";"Kcnma1";"0.509"
"Dync1i1";"Erc2";"0.513"
"Dync1i1";"Grid1";"0.507"
"Nrg3";"Dync1i1";"0.623"
"Dync1i1";"Atp8a2";"0.551"
"Pcdh9";"Dync1i1";"0.562"
"Dync1i1";"Gpc6";"0.517"
"Dync1i1";"Fgf14";"0.534"
"Gria4";"Dync1i1";"0.583"
"Dync1i1";"Ntm";"0.549"
"Dync1i1";"Rora";"0.516"
"Snap91";"Dync1i1";"0.515"
"Dync1i1";"Rasgrf1";"0.504"
"Dync1i1";"Ehbp1";"0.535"
"Dync1i1";"Msi2";"0.563"
"Dync1i1";"Ryr2";"0.501"
"Dync1i1";"Jarid2";"0.502"
"Pde4d";"Dync1i1";"0.571"
"Dync1i1";"Akap6";"0.502"
"Dync1i1";"Mdga2";"0.545"
"Dync1i1";"Gphn";"0.561"
"Meg3";"Dync1i1";"0.62"
"Dync1i1";"Zfr";"0.545"
"Dync1i1";"Trio";"0.507"
"Dync1i1";"Ctnnd2";"0.539"
"Dync1i1";"Cntn1";"0.538"
"Dync1i1";"Rbfox1";"0.588"
"Dscam";"Dync1i1";"0.599"
"Dync1i1";"Park2";"0.513"
"Dlgap1";"Dync1i1";"0.518"
"Nrxn1";"Dync1i1";"0.501"
"Dync1i1";"ENSMUSG00000041670";"0.619"
"Dync1i1";"ENSMUSG00000102657";"0.529"
"Ube3a";"Slc25a13";"0.512"
"Ccser1";"Ica1";"0.513"
"Ctnna2";"Ica1";"0.555"
"Dlg2";"Ica1";"0.501"
"Syne1";"Ica1";"0.51"
"Kcnma1";"Ica1";"0.513"
"Nrg3";"Ica1";"0.551"
"Pcdh9";"Ica1";"0.541"
"Opcml";"Ica1";"0.562"
"Pde4d";"Ica1";"0.542"
"Meg3";"Ica1";"0.509"
"Ctnnd2";"Ica1";"0.549"
"Cntn1";"Ica1";"0.531"
