"Source";"Target";"Weight"
"Canx";"Maged1";"0.633"
"Maged1";"Atp5g1";"0.522"
"Maged1";"Npepps";"0.504"
"Gm10039";"Maged1";"0.655"
"Mdga2";"Maged1";"0.504"
"Maged1";"Rtn1";"0.525"
"Calm1";"Maged1";"0.526"
"Ckb";"Maged1";"0.616"
"Maged1";"CT010467.1";"0.512"
"Calm2";"Maged1";"0.555"
"Maged1";"Nol4";"0.537"
"ENSMUSG00000083679";"Maged1";"0.555"
"Maged1";"ENSMUSG00000025428";"0.606"
"Nlgn1";"Ogt";"0.532"
"Nbea";"Ogt";"0.586"
"Ank2";"Ogt";"0.551"
"Ogt";"Zranb2";"0.547"
"Ogt";"Pnisr";"0.56"
"Ogt";"Zcchc7";"0.532"
"Ogt";"Sgip1";"0.567"
"Ogt";"Osbpl9";"0.514"
"Agbl4";"Ogt";"0.529"
"Ogt";"Macf1";"0.542"
"Ogt";"Eif4g3";"0.502"
"Magi2";"Ogt";"0.602"
"Ogt";"Pcdh7";"0.507"
"Caln1";"Ogt";"0.546"
"Dync1i1";"Ogt";"0.594"
"Ccser1";"Ogt";"0.557"
"Ctnna2";"Ogt";"0.507"
"Ogt";"Lrrtm4";"0.517"
"Ogt";"Atp2b2";"0.541"
"Ube3a";"Ogt";"0.579"
"Snhg14";"Ogt";"0.508"
"Dlg2";"Ogt";"0.546"
"Ogt";"Aig1";"0.502"
"Anks1b";"Ogt";"0.524"
"Ogt";"Rmst";"0.56"
"Fam155a";"Ogt";"0.634"
"Ogt";"Zmat4";"0.52"
"Ogt";"Large1";"0.531"
"Cadps";"Ogt";"0.588"
"Ube2e2";"Ogt";"0.514"
"Kcnma1";"Ogt";"0.505"
"Erc2";"Ogt";"0.521"
"Nrg3";"Ogt";"0.584"
"Ogt";"Atp8a2";"0.549"
"Fgf14";"Ogt";"0.576"
"Gria4";"Ogt";"0.575"
"Ntm";"Ogt";"0.538"
"Ogt";"Sik3";"0.545"
"Rora";"Ogt";"0.515"
"Ogt";"Rasgrf1";"0.524"
"Ogt";"Rbm6";"0.514"
"Ehbp1";"Ogt";"0.513"
"Ogt";"Vmp1";"0.5"
"Ogt";"Msi2";"0.565"
"Ogt";"Nsf";"0.533"
"Ogt";"Mapt";"0.524"
"Ogt";"Ryr2";"0.514"
"Ogt";"A330102I10Rik";"0.565"
"Map1b";"Ogt";"0.519"
"Ogt";"Mast4";"0.506"
"Pde4d";"Ogt";"0.532"
"Mdga2";"Ogt";"0.573"
"Ogt";"Gphn";"0.554"
"Meg3";"Ogt";"0.647"
"Ogt";"Trio";"0.54"
"Ctnnd2";"Ogt";"0.513"
"Ogt";"Oxr1";"0.502"
"Dscam";"Ogt";"0.609"
"Ogt";"Rcan2";"0.556"
"Dlgap1";"Ogt";"0.53"
"Nrxn1";"Ogt";"0.543"
"Malat1";"Ogt";"0.533"
"Ogt";"Hspa12a";"0.512"
"ENSMUSG00000041670";"Ogt";"0.54"
"ENSMUSG00000102657";"Ogt";"0.531"
"Rtl4";"5330434G04Rik";"0.522"
"Nbea";"5330434G04Rik";"0.51"
"Ank2";"5330434G04Rik";"0.627"
"Lingo2";"5330434G04Rik";"0.567"
"Agbl4";"5330434G04Rik";"0.565"
"Rsrp1";"5330434G04Rik";"0.525"
"Camta1";"5330434G04Rik";"0.562"
"Adam22";"5330434G04Rik";"0.589"
"Magi2";"5330434G04Rik";"0.615"
"Lhfpl3";"5330434G04Rik";"0.513"
"Galnt17";"5330434G04Rik";"0.509"
"Dync1i1";"5330434G04Rik";"0.553"
"5330434G04Rik";"Ica1";"0.503"
"Rbm28";"5330434G04Rik";"0.522"
"Luc7l2";"5330434G04Rik";"0.504"
"Ctnna2";"5330434G04Rik";"0.629"
"Erc1";"5330434G04Rik";"0.512"
"Ube3a";"5330434G04Rik";"0.507"
"5330434G04Rik";"Snrpn";"0.502"
"Dlg2";"5330434G04Rik";"0.544"
"Syne1";"5330434G04Rik";"0.54"
"Anks1b";"5330434G04Rik";"0.502"
"Rmst";"5330434G04Rik";"0.509"
"Fam155a";"5330434G04Rik";"0.646"
"Cadps";"5330434G04Rik";"0.544"
"Grid1";"5330434G04Rik";"0.565"
"Nrg3";"5330434G04Rik";"0.623"
"Atp8a2";"5330434G04Rik";"0.521"
"Tsc22d1";"5330434G04Rik";"0.588"
"Pcdh9";"5330434G04Rik";"0.52"
"Mycbp2";"5330434G04Rik";"0.503"
"Gpc6";"5330434G04Rik";"0.525"
"Fgf14";"5330434G04Rik";"0.507"
"Opcml";"5330434G04Rik";"0.535"
"Ntm";"5330434G04Rik";"0.507"
"5330434G04Rik";"Tcf12";"0.51"
"Tenm2";"5330434G04Rik";"0.501"
"5330434G04Rik";"Specc1";"0.514"
"5330434G04Rik";"A330102I10Rik";"0.5"
"5330434G04Rik";"Jarid2";"0.501"
"Map1b";"5330434G04Rik";"0.536"
"Pde4d";"5330434G04Rik";"0.565"
"Hdac9";"5330434G04Rik";"0.568"
"Akap6";"5330434G04Rik";"0.547"
"Gphn";"5330434G04Rik";"0.54"
"Meg3";"5330434G04Rik";"0.599"
"Trio";"5330434G04Rik";"0.525"
"Ctnnd2";"5330434G04Rik";"0.64"
"Phf20l1";"5330434G04Rik";"0.563"
"Cntn1";"5330434G04Rik";"0.548"
"Rbfox1";"5330434G04Rik";"0.549"
"Grin2a";"5330434G04Rik";"0.5"
"5330434G04Rik";"Pi4ka";"0.501"
"Dscam";"5330434G04Rik";"0.521"
"Park2";"5330434G04Rik";"0.529"
"Ankrd12";"5330434G04Rik";"0.508"
"Dlgap1";"5330434G04Rik";"0.566"
"Wdr7";"5330434G04Rik";"0.531"
"5330434G04Rik";"Ablim1";"0.515"
"ENSMUSG00000041670";"5330434G04Rik";"0.56"
"ENSMUSG00000037876";"5330434G04Rik";"0.502"
"ENSMUSG00000102657";"5330434G04Rik";"0.549"
"Cadm2";"Atrx";"0.524"
"Ube3a";"Cox7b";"0.53"
"Cox7b";"Atp5g1";"0.502"
"Meg3";"Cox7b";"0.523"
"Malat1";"Cox7b";"0.527"
"ENSMUSG00000083679";"Cox7b";"0.505"
"Nrg3";"Il1rapl2";"0.564"
"Ctnnd2";"Il1rapl2";"0.503"
"Ank2";"Rtl4";"0.691"
"Rtl4";"Lingo2";"0.531"
"Rtl4";"Sgip1";"0.524"
"Rtl4";"Agbl4";"0.578"
"Rtl4";"Camta1";"0.605"
"Magi2";"Rtl4";"0.594"
"Rtl4";"Lhfpl3";"0.534"
"Rtl4";"Caln1";"0.514"
"Rtl4";"Galnt17";"0.538"
"Rtl4";"Dync1i1";"0.543"
"Rtl4";"Ica1";"0.574"
"Rtl4";"Ubn2";"0.549"
"Rtl4";"Ccser1";"0.508"
"Ctnna2";"Rtl4";"0.638"
"Rtl4";"Atp2b2";"0.547"
"Rtl4";"Bicd1";"0.52"
"Ube3a";"Rtl4";"0.514"
"Rtl4";"Dlg2";"0.655"
"Rtl4";"Rmst";"0.585"
"Fam155a";"Rtl4";"0.666"
"Rtl4";"Cadps";"0.639"
"Rtl4";"Kcnma1";"0.534"
"Rtl4";"Grid1";"0.516"
"Nrg3";"Rtl4";"0.581"
"Rtl4";"Atp8a2";"0.554"
"Rtl4";"Pcdh9";"0.57"
"Fgf14";"Rtl4";"0.526"
"Rtl4";"Opcml";"0.513"
"Rtl4";"Ntm";"0.533"
"Rora";"Rtl4";"0.533"
"Rtl4";"Specc1";"0.548"
"Rtl4";"Msi2";"0.528"
"Rtl4";"Amph";"0.502"
"Rtl4";"Jarid2";"0.514"
"Map1b";"Rtl4";"0.504"
"Pde4d";"Rtl4";"0.637"
"Rtl4";"Akap6";"0.571"
"Mdga2";"Rtl4";"0.532"
"Rtl4";"Gphn";"0.504"
"Meg3";"Rtl4";"0.608"
"Rtl4";"Trio";"0.504"
"Rtl4";"Ctnnd2";"0.63"
"Rtl4";"Cntn1";"0.556"
"Rtl4";"Rbfox1";"0.69"
"Rtl4";"Pi4ka";"0.527"
"Dscam";"Rtl4";"0.615"
"Rtl4";"Pde10a";"0.533"
"Rtl4";"Park2";"0.505"
"Nrxn1";"Rtl4";"0.5"
"Rtl4";"Nrg2";"0.56"
"Rtl4";"Wdr7";"0.525"
"Rtl4";"Malat1";"0.55"
"Rtl4";"Ablim1";"0.536"
"Rtl4";"ENSMUSG00000041670";"0.569"
"Htr2c";"Negr1";"0.555"
"Htr2c";"Adgrl3";"0.53"
"Nrg3";"Htr2c";"0.503"
"Htr2c";"Tenm2";"0.567"
"Map7d2";"Chchd7";"0.509"
"Map7d2";"Ndufa4";"0.572"
"Map7d2";"Calm1";"0.521"
"Map7d2";"Rims2";"0.502"
"Map7d2";"Calm2";"0.521"
"Fam155a";"Nhs";"0.524"
"Kcnma1";"Nhs";"0.547"
"Dip2c";"Nhs";"0.502"
"Nhs";"Wnk2";"0.523"
"Nrxn1";"Nhs";"0.509"
"Exoc4";"Reps2";"0.505"
"Ctps2";"Rufy3";"0.564"
"Ctps2";"Rbm28";"0.585"
"Ctps2";"Erc1";"0.521"
"Nrg1";"Ctps2";"0.567"
"Ctps2";"Nova1";"0.573"
"Ctps2";"Cdh10";"0.541"
"Cntn1";"Ctps2";"0.626"
"Ttc3";"Ctps2";"0.507"
"Pde10a";"Ctps2";"0.518"
"Ctps2";"Fer";"0.502"
"Ctps2";"Impact";"0.528"
"Ctps2";"Mapre2";"0.656"
"Ctps2";"Wdr7";"0.552"
"Lrrtm4";"Frmpd4";"0.505"
"Dlg2";"Frmpd4";"0.539"
"Rmst";"Frmpd4";"0.52"
"Fam155a";"Frmpd4";"0.525"
"Cadps";"Frmpd4";"0.516"
"Ube2e2";"Frmpd4";"0.511"
"Kcnma1";"Frmpd4";"0.503"
"Atp8a2";"Frmpd4";"0.531"
"Gphn";"Frmpd4";"0.53"
"Trio";"Frmpd4";"0.513"
"Rbfox1";"Frmpd4";"0.562"
"Nbea";"Pkia";"0.537"
"Pnisr";"Pkia";"0.503"
"Pkia";"Eif4g3";"0.536"
"Pkia";"Magi1";"0.511"
"Gabrb3";"Pkia";"0.525"
"Ube3a";"Pkia";"0.538"
"Anks1b";"Pkia";"0.508"
"Dpysl2";"Pkia";"0.517"
"Ntm";"Pkia";"0.532"
"Ehbp1";"Pkia";"0.529"
"Canx";"Pkia";"0.526"
"Msi2";"Pkia";"0.506"
"Mdga2";"Pkia";"0.545"
"Meg3";"Pkia";"0.51"
"Nrxn1";"Pkia";"0.532"
"ENSMUSG00000039652";"Pkia";"0.516"
"Ndufa4";"Stmn2";"0.502"
"Bsg";"Stmn2";"0.523"
"Slc25a3";"Stmn2";"0.517"
"Gm10123";"Stmn2";"0.511"
"Gabra1";"Stmn2";"0.508"
"Mdga2";"Stmn2";"0.539"
"Cox6c";"Stmn2";"0.526"
"Ttc3";"Stmn2";"0.505"
"Gm5844";"Glrb";"0.526"
"Gm5844";"Kcna2";"0.523"
"Gm5844";"Camk2d";"0.505"
"Gm5844";"Gnb1";"0.509"
"Gm5844";"Ociad1";"0.564"
"Ndufa4";"Gm5844";"0.541"
"Atp6v0c-ps2";"Gm5844";"0.626"
"Gm5844";"Gm7308";"0.681"
"Gm5844";"Ldhb";"0.543"
"Bc1";"Gm5844";"0.533"
"Bsg";"Gm5844";"0.517"
"Gm5844";"Slc25a3";"0.603"
"Gm5844";"Atp5b";"0.566"
"Gm5844";"Arglu1";"0.526"
"Gm5844";"Slc25a4";"0.681"
"Gm1821";"Gm5844";"0.5"
"Dpysl2";"Gm5844";"0.503"
"Gm5844";"Itm2b";"0.564"
"Gm5844";"Hspa8";"0.575"
"Gm5844";"Pkm";"0.597"
"Gm10123";"Gm5844";"0.581"
"Gm5844";"Mdh1";"0.689"
"Gm5844";"Canx";"0.561"
"Ubb";"Gm5844";"0.546"
"Gm5844";"Atp5g1";"0.514"
"Gm5844";"Gm10039";"0.602"
"Gm5844";"Rtn1";"0.627"
"Calm1";"Gm5844";"0.602"
"Gm5844";"Hsp90aa1";"0.894"
"Ckb";"Gm5844";"0.652"
"Gm5844";"Grina";"0.503"
"Ttc3";"Gm5844";"0.546"
"Gm5844";"Hsp90ab1";"0.613"
"Calm2";"Gm5844";"0.693"
"Gm5844";"Cfl1";"0.607"
"Fth1";"Gm5844";"0.541"
"Gm5844";"Gm5514";"0.545"
"ENSMUSG00000083679";"Gm5844";"0.643"
"Gm5844";"ENSMUSG00000030695";"0.613"
"Gm5844";"ENSMUSG00000025428";"0.64"
"Nlgn1";"Sclt1";"0.523"
"Nlgn1";"Nbea";"0.574"
"Nlgn1";"Ank2";"0.519"
"Nlgn1";"Pnisr";"0.512"
"Nlgn1";"Zcchc7";"0.544"
"Nlgn1";"Agbl4";"0.567"
"Nlgn1";"Adam22";"0.508"
"Nlgn1";"Pclo";"0.567"
"Magi2";"Nlgn1";"0.538"
"Nlgn1";"Dpp6";"0.637"
"Nlgn1";"Ccser1";"0.534"
"Ctnna2";"Nlgn1";"0.566"
"Nlgn1";"Cntn4";"0.568"
"Ube3a";"Nlgn1";"0.592"
"Snhg14";"Nlgn1";"0.583"
"Otud7a";"Nlgn1";"0.504"
"Nlgn1";"Anks1b";"0.608"
"Nlgn1";"Rmst";"0.593"
"Fam155a";"Nlgn1";"0.571"
"Nlgn1";"Cadps";"0.526"
"Ube2e2";"Nlgn1";"0.531"
"Erc2";"Nlgn1";"0.565"
"Nrg3";"Nlgn1";"0.625"
"Nlgn1";"Mycbp2";"0.52"
"Nlgn1";"Fgf14";"0.634"
"Gria4";"Nlgn1";"0.608"
"Nlgn1";"Ntm";"0.514"
"Nlgn1";"Sik3";"0.513"
"Rora";"Nlgn1";"0.529"
"Nlgn1";"Stag1";"0.538"
"Nlgn1";"Dock3";"0.559"
"Nlgn1";"Ehbp1";"0.524"
"Nlgn1";"Tenm2";"0.576"
"Nlgn1";"Gabra1";"0.53"
"Nlgn1";"Ryr2";"0.512"
"Nlgn1";"A330102I10Rik";"0.503"
"Pde4d";"Nlgn1";"0.511"
"Nlgn1";"Myt1l";"0.531"
"Mdga2";"Nlgn1";"0.659"
"Meg3";"Nlgn1";"0.547"
"Nlgn1";"Ctnnd2";"0.529"
"Fam49b";"Nlgn1";"0.506"
"Nlgn1";"Rbfox1";"0.509"
"Cadm2";"Nlgn1";"0.614"
"Nlgn1";"Mir99ahg";"0.501"
"Dscam";"Nlgn1";"0.593"
"Nrxn1";"Nlgn1";"0.657"
"Pnisr";"Sclt1";"0.542"
"Agbl4";"Sclt1";"0.506"
"Ube3a";"Sclt1";"0.582"
"Otud7a";"Sclt1";"0.501"
"Anks1b";"Sclt1";"0.505"
"Slc25a3";"Sclt1";"0.518"
"Fgf14";"Sclt1";"0.529"
"Ntm";"Sclt1";"0.5"
"Canx";"Sclt1";"0.508"
"Gm10039";"Sclt1";"0.562"
"Sclt1";"Rgs7bp";"0.507"
"Mdga2";"Sclt1";"0.536"
"Ckb";"Sclt1";"0.548"
"Fam49b";"Sclt1";"0.516"
"Sclt1";"Srrm2";"0.514"
"ENSMUSG00000083679";"Sclt1";"0.507"
"Gria2";"Nbea";"0.55"
"Nbea";"Glrb";"0.516"
"Ank2";"Nbea";"0.59"
"Nbea";"Pnisr";"0.509"
"Nbea";"Lingo2";"0.524"
"Nbea";"AI314180";"0.537"
"Nbea";"Sh3gl2";"0.524"
"Nbea";"Sgip1";"0.534"
"Nbea";"Elavl4";"0.552"
"Agbl4";"Nbea";"0.627"
"Nbea";"Macf1";"0.585"
"Nbea";"Camta1";"0.583"
"Adam22";"Nbea";"0.556"
"Nbea";"Pclo";"0.542"
"Magi2";"Nbea";"0.575"
"Nbea";"Dpp6";"0.568"
"Nbea";"Ankrd17";"0.527"
"Caln1";"Nbea";"0.513"
"Nbea";"Fry";"0.52"
"Dync1i1";"Nbea";"0.528"
"Kcnd2";"Nbea";"0.595"
"Nbea";"Luc7l2";"0.539"
"Ccser1";"Nbea";"0.638"
"Nbea";"Grid2";"0.509"
"Ctnna2";"Nbea";"0.562"
"Nbea";"Lrrtm4";"0.525"
"Nbea";"Magi1";"0.522"
"Nbea";"Atp2b2";"0.507"
"Nbea";"Bicd1";"0.583"
"Nbea";"Nav2";"0.517"
"Nbea";"Gabrb3";"0.577"
"Ube3a";"Nbea";"0.689"
"Snhg14";"Nbea";"0.54"
"Nbea";"A230006K03Rik";"0.517"
"Otud7a";"Nbea";"0.547"
"Nbea";"Grm5";"0.53"
"Nbea";"Dlg2";"0.579"
"Syne1";"Nbea";"0.556"
"Nbea";"Anks1b";"0.648"
"Nbea";"Rmst";"0.585"
"Fam155a";"Nbea";"0.602"
"Cadps";"Nbea";"0.506"
"Ube2e2";"Nbea";"0.534"
"Nbea";"Kcnma1";"0.533"
"Erc2";"Nbea";"0.659"
"Nrg3";"Nbea";"0.656"
"Nbea";"Atp8a2";"0.533"
"Pcdh9";"Nbea";"0.516"
"Mycbp2";"Nbea";"0.611"
"Fgf14";"Nbea";"0.647"
"Gria4";"Nbea";"0.559"
"Nbea";"Opcml";"0.522"
"Ntm";"Nbea";"0.653"
"Nbea";"Sik3";"0.534"
"Nbea";"Nptn";"0.503"
"Rora";"Nbea";"0.546"
"Nbea";"Nedd4";"0.501"
"Nbea";"Snap91";"0.501"
"Nbea";"Dock3";"0.537"
"Nbea";"Mdh1";"0.532"
"Nbea";"Ehbp1";"0.558"
"Nbea";"Specc1";"0.529"
"Nbea";"Arhgap44";"0.533"
"Nbea";"Nsf";"0.578"
"Nbea";"Kansl1";"0.528"
"Nbea";"Tanc2";"0.507"
"Nbea";"Dip2c";"0.518"
"Nbea";"Ryr2";"0.584"
"Nbea";"Mast4";"0.537"
"Nbea";"Rgs7bp";"0.59"
"Pde4d";"Nbea";"0.616"
"Myt1l";"Nbea";"0.517"
"Nbea";"Immp2l";"0.546"
"Mdga2";"Nbea";"0.641"
"Nbea";"Gphn";"0.531"
"Nbea";"Rgs6";"0.507"
"Nbea";"Nrxn3";"0.546"
"Meg3";"Nbea";"0.615"
"Nbea";"Ckb";"0.528"
"Nbea";"Trio";"0.519"
"Ctnnd2";"Nbea";"0.567"
"Nbea";"Csmd3";"0.534"
"Cadm2";"Nbea";"0.562"
"Nbea";"App";"0.539"
"Ttc3";"Nbea";"0.566"
"Dscam";"Nbea";"0.621"
"Nbea";"Park2";"0.532"
"Nbea";"Stk38";"0.506"
"Dlgap1";"Nbea";"0.56"
"Nrxn1";"Nbea";"0.604"
"Nbea";"Arhgap26";"0.535"
"Tcf4";"Nbea";"0.511"
"Malat1";"Nbea";"0.53"
"Nbea";"ENSMUSG00000025757";"0.522"
"Nbea";"ENSMUSG00000083679";"0.501"
"Nbea";"ENSMUSG00000102657";"0.537"
"Magi1";"Med12l";"0.513"
"Zmat4";"Med12l";"0.547"
"Nmd3";"Gria2";"0.545"
"Ank2";"Nmd3";"0.551"
"Nmd3";"Lingo2";"0.538"
"Syne1";"Nmd3";"0.55"
"Nmd3";"Rmst";"0.509"
"Nrg3";"Nmd3";"0.513"
"Nmd3";"Dach1";"0.506"
"Nmd3";"Opcml";"0.525"
"Nmd3";"Prkar1a";"0.565"
"Map1b";"Nmd3";"0.557"
"Nmd3";"Oxct1";"0.53"
"Ctnnd2";"Nmd3";"0.559"
"Cntn1";"Nmd3";"0.574"
"Nmd3";"Pi4ka";"0.503"
"Nmd3";"Fer";"0.51"
"Nmd3";"Mapre2";"0.518"
"Nmd3";"Wdr7";"0.528"
"Nmd3";"Ldlrad4";"0.516"
"Gria2";"Ash1l";"0.52"
"Gria2";"Gatad2b";"0.541"
"Ank2";"Gria2";"0.578"
"Gria2";"Pnisr";"0.505"
"Agbl4";"Gria2";"0.572"
"Gria2";"Eno1";"0.516"
"Gria2";"Pclo";"0.51"
"Gria2";"Pcdh7";"0.513"
"Gria2";"Rufy3";"0.528"
"Gria2";"Atxn2";"0.583"
"Kcnd2";"Gria2";"0.604"
"Gria2";"Luc7l2";"0.544"
"Ccser1";"Gria2";"0.52"
"Gria2";"Grid2";"0.502"
"Ctnna2";"Gria2";"0.528"
"Gria2";"Gabrb3";"0.519"
"Ube3a";"Gria2";"0.596"
"Otud7a";"Gria2";"0.532"
"Gria2";"Grm5";"0.539"
"Syne1";"Gria2";"0.562"
"Gria2";"Slc35f1";"0.505"
"Gria2";"Rmst";"0.513"
"Fam155a";"Gria2";"0.503"
"Gria2";"Cpe";"0.507"
"Gria2";"Large1";"0.526"
"Gria2";"Fam208a";"0.566"
"Nrg3";"Gria2";"0.643"
"Mycbp2";"Gria2";"0.649"
"Fgf14";"Gria2";"0.533"
"Gria2";"Opcml";"0.514"
"Ntm";"Gria2";"0.611"
"Gria2";"Grik4";"0.58"
"Rora";"Gria2";"0.547"
"Gria2";"Nudcd3";"0.555"
"Gria2";"Gabra1";"0.52"
"Gria2";"Acaca";"0.507"
"Gria2";"Dip2c";"0.523"
"Pde4d";"Gria2";"0.559"
"Gria2";"Ncoa1";"0.509"
"Gria2";"Immp2l";"0.54"
"Gria2";"Nova1";"0.502"
"Mdga2";"Gria2";"0.613"
"Meg3";"Gria2";"0.6"
"Gria2";"Ckb";"0.511"
"Gria2";"Oxct1";"0.542"
"Ctnnd2";"Gria2";"0.63"
"Cntn1";"Gria2";"0.61"
"Gria2";"Pi4ka";"0.549"
"Ttc3";"Gria2";"0.648"
"Dscam";"Gria2";"0.509"
"Pde10a";"Gria2";"0.549"
"Gria2";"Fer";"0.524"
"Gria2";"Slc8a1";"0.512"
"Nrxn1";"Gria2";"0.562"
"Gria2";"Mapre2";"0.527"
"Gria2";"Wdr7";"0.575"
"Gria2";"Ldlrad4";"0.518"
"Gria2";"Tcf4";"0.597"
"Gria2";"ENSMUSG00000005506";"0.516"
"Gria2";"ENSMUSG00000102657";"0.518"
"Ndufa4";"Glrb";"0.505"
"Atp6v0c-ps2";"Glrb";"0.566"
"Gabrb3";"Glrb";"0.504"
"Ube3a";"Glrb";"0.534"
"Bsg";"Glrb";"0.554"
"Anks1b";"Glrb";"0.516"
"Slc25a3";"Glrb";"0.544"
"Slc25a4";"Glrb";"0.503"
"Glrb";"Tspan3";"0.507"
"Mdh1";"Glrb";"0.64"
"Gm10039";"Glrb";"0.568"
"Glrb";"Rgs7bp";"0.524"
"Mdga2";"Glrb";"0.526"
"Glrb";"Hsp90aa1";"0.539"
"Ckb";"Glrb";"0.562"
"Calm2";"Glrb";"0.53"
"ENSMUSG00000083679";"Glrb";"0.562"
"Glrb";"ENSMUSG00000025428";"0.503"
"Ank2";"2810403A07Rik";"0.535"
"Sh3gl2";"2810403A07Rik";"0.503"
"Agbl4";"2810403A07Rik";"0.543"
"Ctnna2";"2810403A07Rik";"0.558"
"Me3";"2810403A07Rik";"0.511"
"Syne1";"2810403A07Rik";"0.511"
"Fam155a";"2810403A07Rik";"0.531"
"Cadps";"2810403A07Rik";"0.507"
"Nrg3";"2810403A07Rik";"0.56"
"Ntm";"2810403A07Rik";"0.513"
"Rasgrf1";"2810403A07Rik";"0.514"
"Akap6";"2810403A07Rik";"0.509"
"Trio";"2810403A07Rik";"0.509"
"Ctnnd2";"2810403A07Rik";"0.502"
"Rbfox1";"2810403A07Rik";"0.559"
"Dscam";"2810403A07Rik";"0.505"
"Exoc4";"Syt11";"0.59"
"Myt1l";"Syt11";"0.557"
"Syt11";"Rtn1";"0.556"
"Slc38a1";"Syt11";"0.525"
"Ttc3";"Syt11";"0.515"
"Syt11";"CT010467.1";"0.539"
"Syt11";"Hsp90ab1";"0.515"
"Pja2";"Syt11";"0.509"
"Slc8a1";"Syt11";"0.531"
"Syt11";"Cfl1";"0.507"
"Ank2";"Ash1l";"0.502"
"Kcnd2";"Ash1l";"0.521"
"Ash1l";"Smg1";"0.526"
"Nrg3";"Ash1l";"0.501"
"Ash1l";"Dach1";"0.514"
"Ash1l";"Acaca";"0.5"
"Ash1l";"Immp2l";"0.51"
"Ash1l";"Oxct1";"0.529"
"Cntn1";"Ash1l";"0.624"
"Ttc3";"Ash1l";"0.535"
"Pde10a";"Ash1l";"0.53"
"Ash1l";"Mapre2";"0.539"
"Ash1l";"Wdr7";"0.583"
"Gatad2b";"Rufy3";"0.529"
"Gatad2b";"Atxn2";"0.544"
"Kcnd2";"Gatad2b";"0.523"
"Gatad2b";"Opcml";"0.523"
"Gatad2b";"Ntrk2";"0.538"
"Gatad2b";"Ddx24";"0.511"
"Meg3";"Gatad2b";"0.559"
"Gatad2b";"Oxct1";"0.513"
"Ctnnd2";"Gatad2b";"0.502"
"Gatad2b";"Cox6c";"0.536"
"Cntn1";"Gatad2b";"0.52"
"Ttc3";"Gatad2b";"0.57"
"Gatad2b";"Srpk1";"0.502"
"Gatad2b";"Mapre2";"0.592"
"Gatad2b";"Wdr7";"0.655"
"Ank2";"Pde4dip";"0.581"
"Pde4dip";"Chd7";"0.511"
"Sgip1";"Pde4dip";"0.526"
"Agbl4";"Pde4dip";"0.559"
"Macf1";"Pde4dip";"0.57"
"Magi2";"Pde4dip";"0.572"
"Lhfpl3";"Pde4dip";"0.544"
"Caln1";"Pde4dip";"0.526"
"Ctnna2";"Pde4dip";"0.561"
"Dlg2";"Pde4dip";"0.512"
"Fam155a";"Pde4dip";"0.552"
"Nrg3";"Pde4dip";"0.578"
"Pcdh9";"Pde4dip";"0.517"
"Fgf14";"Pde4dip";"0.559"
"Pde4dip";"Stag1";"0.509"
"Msi2";"Pde4dip";"0.511"
"Ryr2";"Pde4dip";"0.508"
"Pde4d";"Pde4dip";"0.636"
"Lrfn5";"Pde4dip";"0.513"
"Mdga2";"Pde4dip";"0.535"
"Meg3";"Pde4dip";"0.548"
"Trio";"Pde4dip";"0.507"
"Ctnnd2";"Pde4dip";"0.504"
"Dscam";"Pde4dip";"0.594"
"Rcan2";"Pde4dip";"0.505"
"Dlgap1";"Pde4dip";"0.54"
"Kcna2";"Camk2d";"0.536"
"Kcna2";"Pnisr";"0.509"
"Kcna2";"Magi1";"0.515"
"Slc25a4";"Kcna2";"0.574"
"Kcna2";"Hspa8";"0.524"
"Kcna2";"Canx";"0.577"
"Kcna2";"Atp5g1";"0.517"
"Kcna2";"Gm10039";"0.615"
"Calm2";"Kcna2";"0.516"
"Kcna2";"ENSMUSG00000025428";"0.502"
"Ank2";"Vav3";"0.561"
"Lingo2";"Vav3";"0.586"
"Magi2";"Vav3";"0.577"
"Kcnd2";"Vav3";"0.52"
"Dlg2";"Vav3";"0.523"
"Fam168a";"Vav3";"0.515"
"Syt1";"Vav3";"0.647"
"Fam155a";"Vav3";"0.507"
"Nrg1";"Vav3";"0.526"
"Nrg3";"Vav3";"0.537"
"Pcdh9";"Vav3";"0.605"
"Opcml";"Vav3";"0.577"
"Ntm";"Vav3";"0.504"
"Pde4d";"Vav3";"0.533"
"Meg3";"Vav3";"0.523"
"Ctnnd2";"Vav3";"0.516"
"Samd12";"Vav3";"0.509"
"Cntn1";"Vav3";"0.51"
"Pde10a";"Vav3";"0.507"
"Park2";"Vav3";"0.511"
"ENSMUSG00000041670";"Vav3";"0.508"
"Ube3a";"Amy1";"0.518"
"Bsg";"Amy1";"0.509"
"Anks1b";"Amy1";"0.575"
"Rgs7bp";"Amy1";"0.513"
"Mdga2";"Amy1";"0.521"
"Kcnma1";"Rnpc3";"0.551"
"Pnisr";"Camk2d";"0.549"
"Camk2d";"AI314180";"0.509"
"Camk2d";"Eif4g3";"0.529"
"Magi1";"Camk2d";"0.544"
"Gabrb3";"Camk2d";"0.554"
"Slc25a3";"Camk2d";"0.525"
"Slc25a4";"Camk2d";"0.567"
"Cpe";"Camk2d";"0.512"
"Slc22a17";"Camk2d";"0.501"
"Msra";"Camk2d";"0.513"
"Mycbp2";"Camk2d";"0.54"
"Fgf14";"Camk2d";"0.502"
"Ntm";"Camk2d";"0.535"
"Canx";"Camk2d";"0.638"
