"Source";"Target";"Weight"
"Ube3a";"Lhfpl3";"0.525"
"Lhfpl3";"Apba2";"0.518"
"Dlg2";"Lhfpl3";"0.588"
"Lhfpl3";"Tenm4";"0.515"
"Ank3";"Lhfpl3";"0.51"
"Lhfpl3";"Syt1";"0.514"
"Fam155a";"Lhfpl3";"0.7"
"Lhfpl3";"Eps15l1";"0.53"
"Lhfpl3";"Large1";"0.526"
"Cadps";"Lhfpl3";"0.628"
"Ube2e2";"Lhfpl3";"0.542"
"Kcnma1";"Lhfpl3";"0.603"
"Grid1";"Lhfpl3";"0.514"
"Nrg3";"Lhfpl3";"0.611"
"Lhfpl3";"Atp8a2";"0.544"
"Pcdh9";"Lhfpl3";"0.55"
"Gpc6";"Lhfpl3";"0.527"
"Fgf14";"Lhfpl3";"0.502"
"Gria4";"Lhfpl3";"0.545"
"Ntm";"Lhfpl3";"0.552"
"Lhfpl3";"Sik3";"0.507"
"Lhfpl3";"Snap91";"0.53"
"Lhfpl3";"Tmem108";"0.508"
"Ehbp1";"Lhfpl3";"0.61"
"Lhfpl3";"Msi2";"0.691"
"Lhfpl3";"Gpatch8";"0.539"
"Lhfpl3";"Kansl1";"0.515"
"Lhfpl3";"Amph";"0.544"
"Lhfpl3";"Atxn1";"0.508"
"Map1b";"Lhfpl3";"0.514"
"Lhfpl3";"Mast4";"0.515"
"Lhfpl3";"Srek1";"0.503"
"Pde4d";"Lhfpl3";"0.617"
"Mdga2";"Lhfpl3";"0.509"
"Lhfpl3";"Gphn";"0.617"
"Lhfpl3";"Foxn3";"0.504"
"Meg3";"Lhfpl3";"0.647"
"Lhfpl3";"Trio";"0.587"
"Ctnnd2";"Lhfpl3";"0.568"
"Lhfpl3";"Asap1";"0.585"
"Lhfpl3";"Tnrc6b";"0.512"
"Rbfox1";"Lhfpl3";"0.666"
"Grin2a";"Lhfpl3";"0.525"
"Dscam";"Lhfpl3";"0.611"
"Lhfpl3";"Park2";"0.573"
"Rcan2";"Lhfpl3";"0.541"
"Dlgap1";"Lhfpl3";"0.572"
"Nrxn1";"Lhfpl3";"0.525"
"Lhfpl3";"Nrg2";"0.597"
"Lhfpl3";"Arhgap26";"0.506"
"Malat1";"Lhfpl3";"0.557"
"ENSMUSG00000041670";"Lhfpl3";"0.594"
"ENSMUSG00000097451";"Lhfpl3";"0.571"
"ENSMUSG00000102657";"Lhfpl3";"0.509"
"Lhfpl3";"ENSMUSG00000039652";"0.504"
"Lrrtm4";"Srpk2";"0.504"
"Atp2b2";"Srpk2";"0.505"
"Bicd1";"Srpk2";"0.501"
"Dlg2";"Srpk2";"0.568"
"Syt1";"Srpk2";"0.518"
"Fam155a";"Srpk2";"0.534"
"Kcnma1";"Srpk2";"0.51"
"Nrg3";"Srpk2";"0.513"
"Pcdh9";"Srpk2";"0.511"
"Snap91";"Srpk2";"0.518"
"Amph";"Srpk2";"0.511"
"Pde4d";"Srpk2";"0.502"
"Meg3";"Srpk2";"0.553"
"Dscam";"Srpk2";"0.507"
"Nrg3";"Kmt2c";"0.505"
"Acaca";"Kmt2c";"0.522"
"Akap6";"Kmt2c";"0.503"
"Cdh10";"Kmt2c";"0.524"
"Cntn1";"Kmt2c";"0.555"
"Pde10a";"Kmt2c";"0.502"
"Pja2";"Kmt2c";"0.526"
"Dync1i1";"Dpp6";"0.508"
"Kcnd2";"Dpp6";"0.51"
"Ccser1";"Dpp6";"0.513"
"Ctnna2";"Dpp6";"0.543"
"Dpp6";"Cntn4";"0.608"
"Dpp6";"Atp1a3";"0.564"
"Ube3a";"Dpp6";"0.524"
"Snhg14";"Dpp6";"0.551"
"Syne1";"Dpp6";"0.566"
"Anks1b";"Dpp6";"0.503"
"Fam155a";"Dpp6";"0.515"
"Erc2";"Dpp6";"0.534"
"Grid1";"Dpp6";"0.502"
"Nrg3";"Dpp6";"0.566"
"Fgf14";"Dpp6";"0.56"
"Gria4";"Dpp6";"0.504"
"Opcml";"Dpp6";"0.503"
"Ntm";"Dpp6";"0.527"
"Rora";"Dpp6";"0.518"
"Dock3";"Dpp6";"0.512"
"Tenm2";"Dpp6";"0.53"
"Dpp6";"Ntrk2";"0.545"
"Myt1l";"Dpp6";"0.609"
"Dpp6";"Immp2l";"0.561"
"Mdga2";"Dpp6";"0.578"
"Gphn";"Dpp6";"0.508"
"Meg3";"Dpp6";"0.501"
"Ctnnd2";"Dpp6";"0.551"
"Csmd3";"Dpp6";"0.514"
"Phf20l1";"Dpp6";"0.541"
"Cadm2";"Dpp6";"0.588"
"Ttc3";"Dpp6";"0.539"
"Dscam";"Dpp6";"0.537"
"CT010467.1";"Dpp6";"0.607"
"Nrxn1";"Dpp6";"0.552"
"Dpp6";"ENSMUSG00000053907";"0.503"
"Atxn2";"Rbm33";"0.532"
"Cpe";"Rbm33";"0.525"
"Grid1";"Rbm33";"0.51"
"Acaca";"Rbm33";"0.508"
"Oxct1";"Rbm33";"0.582"
"Cntn1";"Rbm33";"0.537"
"Mapre2";"Rbm33";"0.543"
"Wdr7";"Rbm33";"0.607"
"Kcnma1";"Htt";"0.512"
"Mir124a-1hg";"Htt";"0.548"
"Htt";"Rabep1";"0.505"
"Meg3";"Htt";"0.527"
"Asap1";"Htt";"0.501"
"Nrg2";"Htt";"0.558"
"Malat1";"Htt";"0.561"
"ENSMUSG00000041670";"Htt";"0.525"
"Pcdh7";"Chchd3";"0.505"
"Ccser1";"Pcdh7";"0.559"
"Grid2";"Pcdh7";"0.523"
"Ctnna2";"Pcdh7";"0.555"
"Ube3a";"Pcdh7";"0.569"
"Snhg14";"Pcdh7";"0.502"
"Pcdh7";"Grm5";"0.513"
"Dlg2";"Pcdh7";"0.602"
"Ank3";"Pcdh7";"0.518"
"Syt1";"Pcdh7";"0.532"
"Fam155a";"Pcdh7";"0.648"
"Cadps";"Pcdh7";"0.57"
"Ube2e2";"Pcdh7";"0.541"
"Kcnma1";"Pcdh7";"0.512"
"Nrg3";"Pcdh7";"0.59"
"Pcdh9";"Pcdh7";"0.544"
"Fgf14";"Pcdh7";"0.657"
"Gria4";"Pcdh7";"0.518"
"Ntm";"Pcdh7";"0.582"
"Rora";"Pcdh7";"0.524"
"Pcdh7";"Snap91";"0.562"
"Ehbp1";"Pcdh7";"0.505"
"Ccdc88a";"Pcdh7";"0.557"
"Msi2";"Pcdh7";"0.564"
"Dip2c";"Pcdh7";"0.511"
"Pde4d";"Pcdh7";"0.514"
"Mdga2";"Pcdh7";"0.572"
"Pcdh7";"Gphn";"0.539"
"Meg3";"Pcdh7";"0.531"
"Ctnnd2";"Pcdh7";"0.581"
"Pcdh7";"Oxr1";"0.516"
"Rbfox1";"Pcdh7";"0.505"
"Pcdh7";"Ncam2";"0.51"
"Dscam";"Pcdh7";"0.577"
"Nrxn1";"Pcdh7";"0.603"
"ENSMUSG00000041670";"Pcdh7";"0.503"
"ENSMUSG00000037876";"Pcdh7";"0.568"
"Actb";"Uchl1";"0.531"
"Meg3";"Uchl1";"0.507"
"Atp6v0c-ps2";"Ociad1";"0.614"
"Ociad1";"Gm7308";"0.512"
"Bsg";"Ociad1";"0.59"
"Itm2b";"Ociad1";"0.676"
"Ociad1";"Hspa8";"0.547"
"Ociad1";"Tspan3";"0.524"
"Mdh1";"Ociad1";"0.605"
"Gm47441";"Ociad1";"0.515"
"Ociad1";"Rtn1";"0.63"
"Ociad1";"Hsp90aa1";"0.562"
"Ckb";"Ociad1";"0.557"
"Ociad1";"CT010467.1";"0.504"
"Calm2";"Ociad1";"0.522"
"ENSMUSG00000083679";"Ociad1";"0.545"
"Ociad1";"ENSMUSG00000030695";"0.504"
"Ociad1";"ENSMUSG00000025428";"0.546"
"Atxn2";"Clock";"0.508"
"Serinc1";"Clock";"0.503"
"Cpe";"Clock";"0.532"
"Itm2b";"Clock";"0.566"
"Acaca";"Clock";"0.513"
"Ddx24";"Clock";"0.555"
"Cntn1";"Clock";"0.548"
"Ttc3";"Clock";"0.573"
"Mapre2";"Clock";"0.512"
"Wdr7";"Clock";"0.509"
"Lrrtm4";"Adgrl3";"0.505"
"Adgrl3";"A230006K03Rik";"0.512"
"Dlg2";"Adgrl3";"0.502"
"Rmst";"Adgrl3";"0.533"
"Tenm2";"Adgrl3";"0.579"
"Cadm2";"Adgrl3";"0.543"
"Nrxn1";"Adgrl3";"0.52"
"Rufy3";"Atxn2";"0.581"
"Rufy3";"Galnt17";"0.53"
"Rufy3";"Ica1";"0.503"
"Kcnd2";"Rufy3";"0.515"
"Rufy3";"Rbm28";"0.569"
"Rufy3";"Erc1";"0.545"
"Rufy3";"Smg1";"0.553"
"Syne1";"Rufy3";"0.541"
"Rufy3";"Slc35f1";"0.51"
"Rufy3";"Serinc1";"0.522"
"Nrg1";"Rufy3";"0.608"
"Rufy3";"Sorbs2";"0.51"
"Rufy3";"Fam208a";"0.516"
"Grid1";"Rufy3";"0.51"
"Nrg3";"Rufy3";"0.547"
"Tsc22d1";"Rufy3";"0.505"
"Rufy3";"Dach1";"0.531"
"Rufy3";"Opcml";"0.558"
"Rufy3";"Grik4";"0.569"
"Rufy3";"Nptn";"0.506"
"Rufy3";"Csnk1g1";"0.525"
"Rufy3";"Acaca";"0.567"
"Rufy3";"Ncoa1";"0.501"
"Rufy3";"Nova1";"0.563"
"Rufy3";"Ttc7b";"0.546"
"Rufy3";"Oxct1";"0.502"
"Rufy3";"Zfr";"0.508"
"Rufy3";"Cdh10";"0.606"
"Ctnnd2";"Rufy3";"0.547"
"Rufy3";"Phf20l1";"0.559"
"Cntn1";"Rufy3";"0.613"
"Ttc3";"Rufy3";"0.596"
"Pde10a";"Rufy3";"0.518"
"Pja2";"Rufy3";"0.552"
"Rufy3";"Impact";"0.609"
"Rufy3";"Mapre2";"0.656"
"Rufy3";"Wdr7";"0.648"
"Rufy3";"Ldlrad4";"0.537"
"Rufy3";"ENSMUSG00000005506";"0.556"
"Ccser1";"Ankrd17";"0.522"
"Ube3a";"Ankrd17";"0.538"
"Snhg14";"Ankrd17";"0.565"
"Dlg2";"Ankrd17";"0.501"
"Ube2e2";"Ankrd17";"0.511"
"Fgf14";"Ankrd17";"0.521"
"Rcan2";"Ankrd17";"0.527"
"Ube3a";"Afm";"0.52"
"Afm";"A230103L15Rik";"0.512"
"Afm";"Bc1";"0.611"
"Dpysl2";"Afm";"0.53"
"Zfp599";"Afm";"0.656"
"Fam168a";"Sparcl1";"0.519"
"Serinc1";"Sparcl1";"0.515"
"Nrg3";"Sparcl1";"0.505"
"Fgf14";"Sparcl1";"0.513"
"Gria4";"Sparcl1";"0.525"
"Ehbp1";"Sparcl1";"0.511"
"Map1b";"Sparcl1";"0.509"
"Meg3";"Sparcl1";"0.508"
"Ctnnd2";"Sparcl1";"0.527"
"Sparcl1";"Phf20l1";"0.508"
"Cntn1";"Sparcl1";"0.501"
"Cplx1";"Ldhb";"0.562"
"Cplx1";"Ubb";"0.509"
"Cplx1";"Luc7l3";"0.504"
"Meg3";"Cplx1";"0.53"
"Cplx1";"Cox6c";"0.525"
"Cplx1";"Pacsin1";"0.503"
"Malat1";"Cplx1";"0.549"
"Cplx1";"Gm5514";"0.552"
"Cplx1";"ENSMUSG00000083679";"0.503"
"Atp2b2";"Cit";"0.532"
"Ube3a";"Cit";"0.543"
"Kcnma1";"Cit";"0.567"
"Zfp599";"Cit";"0.569"
"Cit";"Specc1";"0.512"
"Nsf";"Cit";"0.529"
"Cit";"Kansl1";"0.517"
"Cit";"Prpf4b";"0.512"
"Meg3";"Cit";"0.62"
"Cit";"Dync1h1";"0.501"
"Son";"Cit";"0.574"
"Nrg2";"Cit";"0.538"
"Malat1";"Cit";"0.682"
"Kcnd2";"Atxn2";"0.512"
"Atxn2";"Rbm28";"0.534"
"Atxn2";"Ubn2";"0.517"
"Atxn2";"Fam168a";"0.537"
"Atxn2";"Smg1";"0.55"
"Atxn2";"Usp15";"0.513"
"Nrg1";"Atxn2";"0.516"
"Atxn2";"Sorbs2";"0.528"
"Atxn2";"Glg1";"0.5"
"Atxn2";"Fam208a";"0.579"
"Grid1";"Atxn2";"0.557"
"Nrg3";"Atxn2";"0.525"
"Atxn2";"Dach1";"0.551"
"Mycbp2";"Atxn2";"0.53"
"Atxn2";"Opcml";"0.52"
"Atxn2";"Grik4";"0.556"
"Atxn2";"Csnk1g1";"0.525"
"Atxn2";"Nudcd3";"0.543"
"Atxn2";"Acaca";"0.635"
"Atxn2";"Cdk12";"0.597"
"Pde4d";"Atxn2";"0.511"
"Atxn2";"Immp2l";"0.543"
"Atxn2";"Nova1";"0.542"
"Atxn2";"Akap6";"0.508"
"Atxn2";"Ttc7b";"0.557"
"Atxn2";"Ddx24";"0.538"
"Meg3";"Atxn2";"0.532"
"Atxn2";"Oxct1";"0.55"
"Atxn2";"Cdh10";"0.549"
"Ctnnd2";"Atxn2";"0.531"
"Cntn1";"Atxn2";"0.66"
"Atxn2";"Pi4ka";"0.533"
"Ttc3";"Atxn2";"0.618"
"Pde10a";"Atxn2";"0.538"
"Atxn2";"Mapre2";"0.638"
"Atxn2";"Wdr7";"0.663"
"Atxn2";"Tcf4";"0.514"
"Atxn2";"ENSMUSG00000005506";"0.511"
"Caln1";"Dync1i1";"0.546"
"Caln1";"Ccser1";"0.515"
"Ctnna2";"Caln1";"0.574"
"Caln1";"Atp2b2";"0.535"
"Caln1";"Apba2";"0.548"
"Caln1";"Grm5";"0.53"
"Caln1";"Dlg2";"0.566"
"Caln1";"Slc35f1";"0.539"
"Caln1";"Adarb1";"0.52"
"Caln1";"Rmst";"0.556"
"Caln1";"Syt1";"0.511"
"Fam155a";"Caln1";"0.65"
"Caln1";"Cadps";"0.564"
"Erc2";"Caln1";"0.534"
"Nrg3";"Caln1";"0.645"
"Caln1";"Atp8a2";"0.593"
"Caln1";"Pcdh9";"0.518"
"Caln1";"Sik3";"0.54"
"Rora";"Caln1";"0.569"
"Caln1";"Msi2";"0.524"
"Caln1";"Nsf";"0.578"
"Caln1";"Tanc2";"0.507"
"Caln1";"Chrm3";"0.522"
"Map1b";"Caln1";"0.507"
"Pde4d";"Caln1";"0.674"
"Caln1";"Akap6";"0.566"
"Mdga2";"Caln1";"0.535"
"Caln1";"Gphn";"0.531"
"Caln1";"Rbm25";"0.509"
"Meg3";"Caln1";"0.668"
"Caln1";"Trio";"0.569"
"Caln1";"Ctnnd2";"0.533"
"Caln1";"Rims2";"0.516"
"Caln1";"Slc38a1";"0.52"
"Caln1";"Rbfox1";"0.605"
"Dscam";"Caln1";"0.579"
"Caln1";"Rcan2";"0.508"
"Nrxn1";"Caln1";"0.546"
"Caln1";"Apc";"0.534"
"Caln1";"Nrg2";"0.557"
"Caln1";"Malat1";"0.531"
"Dync1i1";"Galnt17";"0.513"
"Galnt17";"Ica1";"0.531"
"Kcnd2";"Galnt17";"0.509"
"Ccser1";"Galnt17";"0.509"
"Ctnna2";"Galnt17";"0.555"
"Galnt17";"Atp2b2";"0.534"
"Galnt17";"Snrpn";"0.503"
"Galnt17";"Fam168a";"0.506"
"Syne1";"Galnt17";"0.537"
"Galnt17";"Usp15";"0.544"
"Fam155a";"Galnt17";"0.516"
"Nrg1";"Galnt17";"0.574"
"Cadps";"Galnt17";"0.547"
"Galnt17";"Fam208a";"0.506"
"Grid1";"Galnt17";"0.536"
"Nrg3";"Galnt17";"0.606"
"Galnt17";"Atp8a2";"0.516"
"Tsc22d1";"Galnt17";"0.523"
"Pcdh9";"Galnt17";"0.591"
"Galnt17";"Dach1";"0.525"
"Mycbp2";"Galnt17";"0.508"
"Fgf14";"Galnt17";"0.507"
"Galnt17";"Opcml";"0.524"
"Ntm";"Galnt17";"0.514"
"Galnt17";"Ehbp1";"0.505"
"Galnt17";"Eml6";"0.522"
"Galnt17";"Tenm2";"0.51"
"Galnt17";"Prkar1a";"0.502"
"Galnt17";"Jarid2";"0.507"
"Pde4d";"Galnt17";"0.584"
"Galnt17";"Akap6";"0.536"
"Meg3";"Galnt17";"0.522"
"Ctnnd2";"Galnt17";"0.62"
"Cntn1";"Galnt17";"0.626"
"Slc38a1";"Galnt17";"0.507"
"Rbfox1";"Galnt17";"0.518"
"Dscam";"Galnt17";"0.517"
"Pde10a";"Galnt17";"0.566"
"Galnt17";"Mapre2";"0.572"
"Galnt17";"Wdr7";"0.622"
"Galnt17";"Ablim1";"0.504"
"ENSMUSG00000041670";"Galnt17";"0.532"
"Ccser1";"Fry";"0.536"
"Ube3a";"Fry";"0.582"
"Kcnma1";"Fry";"0.508"
"Erc2";"Fry";"0.517"
"Nrg3";"Fry";"0.508"
"Fry";"Dock3";"0.548"
"Eml6";"Fry";"0.501"
"Fry";"Kansl1";"0.509"
"Meg3";"Fry";"0.504"
"Luc7l2";"N4bp2l2";"0.547"
"Fam155a";"N4bp2l2";"0.527"
"Meg3";"N4bp2l2";"0.514"
"Asap1";"N4bp2l2";"0.523"
"Malat1";"N4bp2l2";"0.501"
"ENSMUSG00000097451";"N4bp2l2";"0.512"
"Dync1i1";"Ica1";"0.503"
"Dync1i1";"Tmem178b";"0.514"
"Dync1i1";"Ccser1";"0.51"
"Ctnna2";"Dync1i1";"0.613"
"Dync1i1";"Atp2b2";"0.506"
"Dync1i1";"Bicd1";"0.563"
"Ube3a";"Dync1i1";"0.516"
"Snhg14";"Dync1i1";"0.517"
"Otud7a";"Dync1i1";"0.556"
"Dync1i1";"Dlg2";"0.555"
"Dync1i1";"Syne1";"0.514"
"Dync1i1";"Rmst";"0.51"
"Fam155a";"Dync1i1";"0.633"
"Dync1i1";"Cadps";"0.611"
"Ube2e2";"Dync1i1";"0.534"
"Dync1i1";"Kcnma1";"0.528"
"Erc2";"Dync1i1";"0.53"
"Dync1i1";"Grid1";"0.508"
"Nrg3";"Dync1i1";"0.63"
"Dync1i1";"Atp8a2";"0.561"
"Dync1i1";"Pcdh9";"0.58"
"Dync1i1";"Mycbp2";"0.504"
"Dync1i1";"Gpc6";"0.532"
"Fgf14";"Dync1i1";"0.543"
"Gria4";"Dync1i1";"0.583"
"Dync1i1";"Ntm";"0.546"
"Rora";"Dync1i1";"0.535"
"Dync1i1";"Snap91";"0.52"
"Dync1i1";"Ehbp1";"0.563"
"Dync1i1";"Msi2";"0.579"
"Dync1i1";"Cdk12";"0.523"
"Dync1i1";"Kansl1";"0.5"
"Dync1i1";"Ryr2";"0.528"
"Dync1i1";"A330102I10Rik";"0.522"
"Pde4d";"Dync1i1";"0.58"
"Dync1i1";"Lrfn5";"0.503"
"Mdga2";"Dync1i1";"0.549"
"Dync1i1";"Gphn";"0.576"
"Meg3";"Dync1i1";"0.639"
"Dync1i1";"Zfr";"0.569"
"Dync1i1";"Trio";"0.524"
"Dync1i1";"Ctnnd2";"0.567"
"Dync1i1";"Oxr1";"0.515"
"Dync1i1";"Phf20l1";"0.504"
"Dync1i1";"Cntn1";"0.547"
"Dync1i1";"Rbfox1";"0.603"
"Dync1i1";"Grin2a";"0.503"
"Dync1i1";"Ttc3";"0.507"
"Dscam";"Dync1i1";"0.634"
"Dync1i1";"Pde10a";"0.501"
"Dync1i1";"Park2";"0.511"
"Dync1i1";"Rcan2";"0.503"
"Dlgap1";"Dync1i1";"0.519"
"Nrxn1";"Dync1i1";"0.514"
"Dync1i1";"Nrg2";"0.514"
"Dync1i1";"Malat1";"0.521"
"Dync1i1";"ENSMUSG00000041670";"0.638"
"Dync1i1";"ENSMUSG00000102657";"0.53"
"Ube3a";"Slc25a13";"0.531"
"Eps15l1";"Slc25a13";"0.507"
"Ccser1";"Ica1";"0.535"
"Ctnna2";"Ica1";"0.587"
"Bicd1";"Ica1";"0.514"
"Ube3a";"Ica1";"0.512"
"Ica1";"Snrpn";"0.506"
"Dlg2";"Ica1";"0.541"
"Syne1";"Ica1";"0.531"
"Fam155a";"Ica1";"0.506"
"Cadps";"Ica1";"0.503"
"Kcnma1";"Ica1";"0.518"
"Nrg3";"Ica1";"0.571"
"Pcdh9";"Ica1";"0.573"
"Opcml";"Ica1";"0.575"
"Ica1";"Nptn";"0.502"
"Pde4d";"Ica1";"0.564"
"Meg3";"Ica1";"0.532"
"Ctnnd2";"Ica1";"0.574"
"Cntn1";"Ica1";"0.554"
"Rbfox1";"Ica1";"0.551"
"Pde10a";"Ica1";"0.51"
"Wdr7";"Ica1";"0.517"
"ENSMUSG00000041670";"Ica1";"0.503"
"Ndufa4";"Atp6v0c-ps2";"0.663"
"Ndufa4";"Chd4";"0.546"
"Ndufa4";"Gm7308";"0.637"
"Ndufa4";"Ldhb";"0.568"
"Ndufa4";"Bsg";"0.594"
"Ndufa4";"Slc25a3";"0.59"
"Ndufa4";"Slc25a4";"0.665"
"Ndufa4";"Gm1821";"0.587"
"Ndufa4";"Pkm";"0.503"
"Ndufa4";"Gm10123";"0.719"
"Ndufa4";"Mdh1";"0.61"
"Ndufa4";"Ubb";"0.582"
"Ndufa4";"Atp5g1";"0.517"
"Ndufa4";"Gm10039";"0.669"
"Ndufa4";"Rtn1";"0.573"
"Ndufa4";"Calm1";"0.715"
"Ndufa4";"Hsp90aa1";"0.55"
"Ndufa4";"Ckb";"0.626"
"Ndufa4";"Cox6c";"0.646"
"Ndufa4";"Srrm2";"0.517"
"Ndufa4";"Calm2";"0.72"
"Ndufa4";"Nol4";"0.525"
"Ndufa4";"Fth1";"0.601"
"Ndufa4";"Gm5514";"0.576"
"Ndufa4";"ENSMUSG00000083679";"0.642"
"Ndufa4";"ENSMUSG00000030695";"0.516"
"Ndufa4";"ENSMUSG00000025428";"0.569"
"Kcnd2";"Ubn2";"0.503"
"Kcnd2";"Ccser1";"0.572"
"Kcnd2";"Grid2";"0.595"
"Ctnna2";"Kcnd2";"0.559"
"Ube3a";"Kcnd2";"0.586"
"Kcnd2";"Grm5";"0.664"
"Kcnd2";"Fam168a";"0.518"
"Kcnd2";"Smg1";"0.542"
"Kcnd2";"Syne1";"0.576"
"Kcnd2";"Slc35f1";"0.629"
"Kcnd2";"Serinc1";"0.517"
"Kcnd2";"Anks1b";"0.515"
"Kcnd2";"Usp15";"0.507"
"Kcnd2";"Nrg1";"0.552"
"Kcnd2";"Sorbs2";"0.538"
"Kcnd2";"Cpe";"0.534"
"Kcnd2";"Cntnap4";"0.57"
"Kcnd2";"Grid1";"0.552"
"Nrg3";"Kcnd2";"0.656"
"Kcnd2";"Tsc22d1";"0.55"
"Kcnd2";"Pcdh9";"0.562"
"Kcnd2";"Klhl1";"0.516"
"Kcnd2";"Dach1";"0.52"
"Kcnd2";"Mycbp2";"0.566"
"Fgf14";"Kcnd2";"0.607"
"Kcnd2";"Opcml";"0.588"
"Kcnd2";"Ntm";"0.644"
"Kcnd2";"Grik4";"0.594"
"Kcnd2";"Scaper";"0.517"
"Rora";"Kcnd2";"0.555"
"Kcnd2";"Nudcd3";"0.526"
"Kcnd2";"Ehbp1";"0.5"
"Kcnd2";"Eml6";"0.54"
"Kcnd2";"Gabra1";"0.57"
"Kcnd2";"Acaca";"0.542"
"Kcnd2";"Tanc2";"0.524"
"Pde4d";"Kcnd2";"0.592"
"Kcnd2";"Hdac9";"0.51"
"Kcnd2";"Immp2l";"0.55"
"Kcnd2";"Nova1";"0.504"
"Kcnd2";"Akap6";"0.512"
"Mdga2";"Kcnd2";"0.636"
"Kcnd2";"Rgs6";"0.538"
"Kcnd2";"Rbm25";"0.506"
"Kcnd2";"Nrxn3";"0.539"
"Kcnd2";"Ddx24";"0.527"
"Meg3";"Kcnd2";"0.587"
"Kcnd2";"Oxct1";"0.506"
"Kcnd2";"Plcxd3";"0.503"
"Kcnd2";"Ctnnd2";"0.62"
"Kcnd2";"Csmd3";"0.521"
"Kcnd2";"Phf20l1";"0.577"
"Kcnd2";"Cntn1";"0.578"
"Kcnd2";"Pi4ka";"0.569"
"Kcnd2";"Ncam2";"0.515"
"Kcnd2";"Ttc3";"0.648"
"Dscam";"Kcnd2";"0.534"
"Kcnd2";"Pde10a";"0.583"
"Ankrd12";"Kcnd2";"0.527"
"Dlgap1";"Kcnd2";"0.542"
"Nrxn1";"Kcnd2";"0.574"
"Kcnd2";"Mapre2";"0.504"
"Kcnd2";"Wdr7";"0.551"
"Kcnd2";"Ldlrad4";"0.56"
"Kcnd2";"Tcf4";"0.506"
"Exoc4";"Rbm28";"0.507"
"Rbm28";"Erc1";"0.594"
"Rbm28";"Fam168a";"0.614"
"Rbm28";"Smg1";"0.512"
"Nrg1";"Rbm28";"0.598"
"Rbm28";"Sorbs2";"0.552"
"Rbm28";"Glg1";"0.542"
"Rbm28";"Fam208a";"0.527"
"Grid1";"Rbm28";"0.548"
"Nrg3";"Rbm28";"0.519"
"Tsc22d1";"Rbm28";"0.609"
"Rbm28";"Dach1";"0.617"
"Rbm28";"Opcml";"0.524"
"Rbm28";"Nudcd3";"0.532"
"Rbm28";"Tenm2";"0.507"
"Rbm28";"Acaca";"0.548"
"Rbm28";"Jarid2";"0.516"
"Rbm28";"Ncoa1";"0.511"
"Rbm28";"Nova1";"0.519"
"Rbm28";"Oxct1";"0.566"
"Ctnnd2";"Rbm28";"0.553"
"Rbm28";"Phf20l1";"0.532"
"Cntn1";"Rbm28";"0.686"
"Grin2a";"Rbm28";"0.536"
"Ttc3";"Rbm28";"0.581"
"Pde10a";"Rbm28";"0.52"
"Rbm28";"Impact";"0.563"
"Rbm28";"Mapre2";"0.737"
"Rbm28";"Wdr7";"0.639"
"Rbm28";"ENSMUSG00000005506";"0.575"
"Chchd3";"Herc3";"0.522"
"Srgap3";"Chchd3";"0.601"
"Me3";"Chchd3";"0.505"
"Fam155a";"Chchd3";"0.578"
"Cadps";"Chchd3";"0.548"
"Nrg3";"Chchd3";"0.541"
"Snap91";"Chchd3";"0.514"
"Rbm6";"Chchd3";"0.507"
"Ctnnd2";"Chchd3";"0.508"
"Rbfox1";"Chchd3";"0.529"
"Ctnna2";"Exoc4";"0.553"
"Exoc4";"Syne1";"0.611"
"Exoc4";"Rmst";"0.53"
"Exoc4";"Nrg1";"0.58"
"Exoc4";"Fam208a";"0.529"
"Nrg3";"Exoc4";"0.563"
"Fgf14";"Exoc4";"0.513"
"Gria4";"Exoc4";"0.509"
"Exoc4";"Ntm";"0.519"
"Exoc4";"Rasgrf1";"0.541"
"Exoc4";"Mtmr3";"0.512"
"Exoc4";"Psme4";"0.541"
"Exoc4";"Ncor1";"0.552"
"Exoc4";"Nf1";"0.504"
"Pde4d";"Exoc4";"0.536"
"Exoc4";"Myt1l";"0.574"
"Mdga2";"Exoc4";"0.539"
"Exoc4";"Ctnnd2";"0.576"
"Exoc4";"Samd12";"0.544"
"Exoc4";"Kcnq3";"0.577"
"Exoc4";"Cntn1";"0.53"
"Exoc4";"Rbfox1";"0.538"
"Exoc4";"Grin2a";"0.533"
"Exoc4";"Lpp";"0.52"
"Exoc4";"Ttc3";"0.506"
"Exoc4";"CT010467.1";"0.518"
"Exoc4";"Pja2";"0.587"
"Exoc4";"Slc8a1";"0.643"
"Nrxn1";"Exoc4";"0.508"
"Exoc4";"Wdr7";"0.503"
"Atp6v0c-ps2";"Gm7308";"0.592"
"Atp6v0c-ps2";"Ldhb";"0.615"
"Atp6v0c-ps2";"Bsg";"0.758"
"Atp6v0c-ps2";"Slc25a3";"0.639"
"Atp6v0c-ps2";"Atp5b";"0.6"
"Atp6v0c-ps2";"Slc25a4";"0.589"
"Atp6v0c-ps2";"Cpe";"0.529"
"Atp6v0c-ps2";"Tecr";"0.656"
"Atp6v0c-ps2";"Gm1821";"0.666"
"Atp6v0c-ps2";"Slc22a17";"0.52"
"Atp6v0c-ps2";"Itm2b";"0.637"
"Atp6v0c-ps2";"Hspa8";"0.629"
"Atp6v0c-ps2";"Tspan3";"0.597"
"Atp6v0c-ps2";"Gm10123";"0.591"
"Atp6v0c-ps2";"Mdh1";"0.611"
