"","structure.acronym.IN","structure.acronym","normalized_projection_volume","projection_volume","Group"
"330","SSp","RSPd",0.00281570504751619,0.00281136354194336,"CH"
"331","SSp","MD",0.0108070561846338,0.0107903929,"CH"
"332","SSp","PRM",3.86699451860803e-05,3.86103204101562e-05,"CH"
"333","SSp","AV",0.000364040247273432,0.0003634789375,"CH"
"334","SSp","ZI",0.1605326583933,0.1602851348,"CH"
"335","SSp","PFL",4.42343113463357e-05,4.41661069335937e-05,"CH"
"336","SSp","RPO",0.000628955234052746,0.0006279854546875,"CH"
"337","SSp","PYR",2.38784713782344e-05,2.38416534179687e-05,"CH"
"338","SSp","AM",0.000187092633215196,0.000186804157080078,"CH"
"339","SSp","RN",0.0444314031064241,0.0443628948,"CH"
"340","SSp","CA1",3.43711346205414e-05,3.43181381347656e-05,"CH"
"341","SSp","PB",0.00492678004959609,0.0049191835,"CH"
"342","SSp","MH",0,0,"CH"
"343","SSp","CLA",0.00175398282240113,0.001751278375,"CH"
"344","SSp","ACAv",0.00518469961603172,0.00517670538300781,"CH"
"345","SSp","VAL",0.0610608506742141,0.0609667016,"CH"
"346","SSp","BLA",0.00124398997739252,0.00124207188251815,"CH"
"347","SSp","FN",0.000119147222964755,0.000118963511132812,"CH"
"348","SSp","CEA",0.00774778792685803,0.0077358416953125,"CH"
"349","SSp","PG",0.0936190434042307,0.0934746932,"CH"
"350","SSp","MOs",0.457650003413979,0.45694435775625,"CH"
"351","SSp","CA3",0.000543103370135951,0.00054226596484375,"CH"
"352","SSp","CP",2.19671694081491,2.1933298464,"CH"
"353","SSp","VPM",0.113733952968688,0.1135585878,"CH"
"354","SSp","AI",0.014730813551297,0.014708100267041,"CH"
"355","SSp","LD",0.00910031789557455,0.0090862862125,"CH"
"356","SSp","NOD",8.83270988144509e-06,8.8190908203125e-06,"CH"
"357","SSp","AN",6.38750411742098e-05,6.37765529296875e-05,"CH"
"358","SSp","AAA",0.000162783899054133,0.000162532904296875,"CH"
"359","SSp","DG",0.000307670644938712,0.000307196250853729,"CH"
"360","SSp","RSPv",0.00131643954662152,0.0013144097425293,"CH"
"361","SSp","LP",0.00590177373195299,0.00589267385,"CH"
"362","SSp","LH",0.000253471403368266,0.000253080578515625,"CH"
"363","SSp","CUL",4.32164273310508e-05,4.31497923828125e-05,"CH"
"364","SSp","SSs",0.889137305625597,0.8877663543,"CH"
"365","SSp","PO",0.168501310372772,0.1682415,"CH"
"366","SSp","ACAd",0.0468413581814588,0.0467691339910156,"CH"
"367","SSp","MOp",1.44775309147108,1.445520816425,"CH"
"368","SSp","VM",0.0430883934341386,0.0430219559,"CH"
"369","SSp","AM",0.00314655020373221,0.0019747954734375,"CH"
"370","SSp","CEA",0.000783569211997553,0.000491773158789062,"CH"
"371","SSp","CENT",9.88092970685797e-05,6.20133606491089e-05,"CH"
"372","SSp","AV",0.00630816022613132,0.0039590425875,"CH"
"373","SSp","CA1",0.000968687366795549,0.00060795452265625,"CH"
"374","SSp","MD",0.00654261616760137,0.00410618866875,"CH"
"375","SSp","CUL",5.28183340099475e-05,3.3149131640625e-05,"CH"
"376","SSp","ACAd",0.140673973186713,0.0882879050046875,"CH"
"377","SSp","PVT",6.52120874820826e-05,4.09275323242187e-05,"CH"
"378","SSp","SIM",2.82683287624545e-05,1.7741387890625e-05,"CH"
"379","SSp","RSPv",0.121997352969311,0.0765663360875,"CH"
"380","SSp","LP",0.123307723345402,0.0773887331,"CH"
"381","SSp","ZI",0.286803913121206,0.1800000104,"CH"
"382","SSp","FN",6.33524568207704e-05,3.97604159667969e-05,"CH"
"383","SSp","VAL",0.0566366176355201,0.0355455114,"CH"
"384","SSp","SSs",0.582299338121863,0.3654548704625,"CH"
"385","SSp","PB",0.0012266043587028,0.0007698249125,"CH"
"386","SSp","VPL",0.0806844991287694,0.050638119,"CH"
"387","SSp","AAA",0.000107564495596996,6.750818046875e-05,"CH"
"388","SSp","CA3",0.0020088777034969,0.0012607847765625,"CH"
"389","SSp","BLA",0.00205289500231845,0.00128841032099609,"CH"
"390","SSp","LD",0.110776377111775,0.0695239783,"CH"
"391","SSp","CLA",0.00440733663007605,0.002766073275,"CH"
"392","SSp","CP",1.97529116391144,1.2397056448,"CH"
"393","SSp","VM",0.027631423961831,0.017341662275,"CH"
"394","SSp","AI",0.00627723611362922,0.0039396344123764,"CH"
"395","SSp","MH",0,0,"CH"
"396","SSp","PO",0.175732937898321,0.1102911404,"CH"
"397","SSp","RSPd",0.213843831039744,0.134209786025,"CH"
"398","SSp","PRM",4.93394754882936e-05,3.09657772949219e-05,"CH"
"399","SSp","DG",0.000409549105895832,0.000257035695637131,"CH"
"400","SSp","IP",3.30506555902228e-07,2.07428074645996e-07,"CH"
"401","SSp","PT",0,0,"CH"
"402","SSp","VPM",0.138649552579236,0.0870173654,"CH"
"403","SSp","RPO",0.00100997310637496,0.00063386572265625,"CH"
